_screen_index,database,evaluation_file,screening_id,screening_title,status,matched_title,best_candidate_title,best_candidate_doi,match_method,match_score,margin
128,IEEE,IEEE_S1_batch_121-140.jsonl,11518808,RAG-Induced Failures in Multi-Agent Large Language Model Debate,MATCHED,RAG-Induced Failures in Multi-Agent Large Language Model Debate,RAG-Induced Failures in Multi-Agent Large Language Model Debate,10.1109/icetes68504.2026.11518808,ID_EXACT,1.0,
129,IEEE,IEEE_S1_batch_121-140.jsonl,11521941,A Secure Retrieval-Augmented LLM Framework for Cloud-Based Incident Response,MATCHED,A Secure Retrieval-Augmented LLM Framework for Cloud-Based Incident Response,A Secure Retrieval-Augmented LLM Framework for Cloud-Based Incident Response,10.1109/missf68264.2026.11521941,ID_EXACT,1.0,
130,IEEE,IEEE_S1_batch_121-140.jsonl,11523146,EVA: Editing for Versatile Alignment Against Jailbreaks,MATCHED,EVA: Editing for Versatile Alignment Against Jailbreaks,EVA: Editing for Versatile Alignment Against Jailbreaks,10.1109/tpami.2026.3694189,ID_EXACT,1.0,
131,IEEE,IEEE_S1_batch_121-140.jsonl,11519354,Security Issues and Evaluation of Large-Scale Inference Models: An In-Depth Analysis Based on Long Chain-of-Thought,MATCHED,Security Issues and Evaluation of Large-Scale Inference Models: An In-Depth Analysis Based on Long Chain-of-Thought,Security Issues and Evaluation of Large-Scale Inference Models: An In-Depth Analysis Based on Long Chain-of-Thought,10.1109/gaiis69281.2026.11519354,ID_EXACT,1.0,
132,IEEE,IEEE_S1_batch_121-140.jsonl,11519321,Dual-space Sparse Mask Injection: A Defense Framework for Large Language Models Against Jailbreak Attacks,MATCHED,Dual-space Sparse Mask Injection: A Defense Framework for Large Language Models Against Jailbreak Attacks,Dual-space Sparse Mask Injection: A Defense Framework for Large Language Models Against Jailbreak Attacks,10.1109/gaiis69281.2026.11519321,ID_EXACT,1.0,
133,IEEE,IEEE_S1_batch_121-140.jsonl,11520232,Temporal Dynamics of Memory Poisoning in Web3-Style LLM Agents,MATCHED,Temporal Dynamics of Memory Poisoning in Web3-Style LLM Agents,Temporal Dynamics of Memory Poisoning in Web3-Style LLM Agents,10.1109/access.2026.3693560,ID_EXACT,1.0,
134,IEEE,IEEE_S1_batch_121-140.jsonl,11510713,Enterprise Secure AI Execution Engine: A Zero-Trust Security Gateway for Enterprise LLM Systems,MATCHED,Enterprise Secure AI Execution Engine: A Zero-Trust Security Gateway for Enterprise LLM Systems,Enterprise Secure AI Execution Engine: A Zero-Trust Security Gateway for Enterprise LLM Systems,10.1109/icict68280.2026.11510713,ID_EXACT,1.0,
135,IEEE,IEEE_S1_batch_121-140.jsonl,11508065,PRISM: Prompt Red-teaming and Injection Simulation for Models – A Scalable Framework for Evaluating LLM Robustness Against Malicious Prompts,MATCHED,PRISM: Prompt Red-teaming and Injection Simulation for Models – A Scalable Framework for Evaluating LLM Robustness Against Malicious Prompts,PRISM: Prompt Red-teaming and Injection Simulation for Models – A Scalable Framework for Evaluating LLM Robustness Against Malicious Prompts,10.1109/icsft66733.2026.11508065,ID_EXACT,1.0,
136,IEEE,IEEE_S1_batch_121-140.jsonl,11507202,Two-Layer Input Filtering Framework for Large Language Model Security,MATCHED,Two-Layer Input Filtering Framework for Large Language Model Security,Two-Layer Input Filtering Framework for Large Language Model Security,10.1109/i3ctcon68242.2026.11507202,ID_EXACT,1.0,
137,IEEE,IEEE_S1_batch_121-140.jsonl,11502216,Defensive Architectures for LLM-Based Fraud Detection Against Data Poisoning and Prompt Injection,MATCHED,Defensive Architectures for LLM-Based Fraud Detection Against Data Poisoning and Prompt Injection,Defensive Architectures for LLM-Based Fraud Detection Against Data Poisoning and Prompt Injection,10.1109/ic_aset69920.2026.11502216,ID_EXACT,1.0,
138,IEEE,IEEE_S1_batch_121-140.jsonl,11513517,Reliability Risk in LLM-Driven Robotic Control,MATCHED,Reliability Risk in LLM-Driven Robotic Control,Reliability Risk in LLM-Driven Robotic Control,10.1109/mrl.2026.3686345,ID_EXACT,1.0,
139,IEEE,IEEE_S1_batch_121-140.jsonl,11498071,Hold the Prompt (HODPOT): Defense Design for Securing the System Prompt of LLM Agents,MATCHED,Hold the Prompt (HODPOT): Defense Design for Securing the System Prompt of LLM Agents,Hold the Prompt (HODPOT): Defense Design for Securing the System Prompt of LLM Agents,10.1109/aaiml67890.2026.11498071,ID_EXACT,1.0,
140,IEEE,IEEE_S1_batch_141-160.jsonl,11498175,Beyond Shared Embedding Spaces: Towards LLM Architectures with Explicit Authority Control for Prompt Security,MATCHED,Beyond Shared Embedding Spaces: Towards LLM Architectures with Explicit Authority Control for Prompt Security,Beyond Shared Embedding Spaces: Towards LLM Architectures with Explicit Authority Control for Prompt Security,10.1109/aaiml67890.2026.11498175,ID_EXACT,1.0,
141,IEEE,IEEE_S1_batch_141-160.jsonl,11506385,Comprehensive Analysis of LLM Guardrails Approaches Preventing Harmful Content and Jailbreak Attacks,MATCHED,Comprehensive Analysis of LLM Guardrails Approaches Preventing Harmful Content and Jailbreak Attacks,Comprehensive Analysis of LLM Guardrails Approaches Preventing Harmful Content and Jailbreak Attacks,10.1109/access.2026.3690365,ID_EXACT,1.0,
142,IEEE,IEEE_S1_batch_141-160.jsonl,11497133,PromptFence: A Semantic Guardrail for Healthcare AI to Defend Against Prompt Injection Attacks,MATCHED,PromptFence: A Semantic Guardrail for Healthcare AI to Defend Against Prompt Injection Attacks,PromptFence: A Semantic Guardrail for Healthcare AI to Defend Against Prompt Injection Attacks,10.1109/aiei69164.2026.11497133,ID_EXACT,1.0,
143,IEEE,IEEE_S1_batch_141-160.jsonl,11497307,Parallel Hybrid Classical-Quantum Architecture for AI Safety and LLM Jailbreak Detection,MATCHED,Parallel Hybrid Classical-Quantum Architecture for AI Safety and LLM Jailbreak Detection,Parallel Hybrid Classical-Quantum Architecture for AI Safety and LLM Jailbreak Detection,10.1109/aiei69164.2026.11497307,ID_EXACT,1.0,
144,IEEE,IEEE_S1_batch_141-160.jsonl,11497073,Evaluating LoRA Adaptation and Fine-Tuning for Multi-Class Adversarial Prompt Detection in Transformer Models,MATCHED,Evaluating LoRA Adaptation and Fine-Tuning for Multi-Class Adversarial Prompt Detection in Transformer Models,Evaluating LoRA Adaptation and Fine-Tuning for Multi-Class Adversarial Prompt Detection in Transformer Models,10.1109/aiei69164.2026.11497073,ID_EXACT,1.0,
145,IEEE,IEEE_S1_batch_141-160.jsonl,11505227,Is GenAI the Holy Grail of Technology?,MATCHED,Is GenAI the Holy Grail of Technology?,Is GenAI the Holy Grail of Technology?,10.1002/9781394412204.part2,ID_EXACT,1.0,
146,IEEE,IEEE_S1_batch_141-160.jsonl,11505495,The Generative AI Attack Surface,MATCHED,The Generative AI Attack Surface,The Generative AI Attack Surface,10.1002/9781394402069.ch8,ID_EXACT,1.0,
147,IEEE,IEEE_S1_batch_141-160.jsonl,11505604,Anatomy of AI Systems and Their Attack Surfaces,MATCHED,Anatomy of AI Systems and Their Attack Surfaces,Anatomy of AI Systems and Their Attack Surfaces,10.1002/9781394402069.ch2,ID_EXACT,1.0,
148,IEEE,IEEE_S1_batch_141-160.jsonl,11493291,AI Prompt Injection Attack Tester,MATCHED,AI Prompt Injection Attack Tester,AI Prompt Injection Attack Tester,10.1109/esci68015.2026.11493291,ID_EXACT,1.0,
149,IEEE,IEEE_S1_batch_141-160.jsonl,11462306,A Malicious Policy Detection Approach Enhanced by Threat Knowledge in LLM-Based Embodied Robots,MATCHED,A Malicious Policy Detection Approach Enhanced by Threat Knowledge in LLM-Based Embodied Robots,A Malicious Policy Detection Approach Enhanced by Threat Knowledge in LLM-Based Embodied Robots,10.1109/icassp55912.2026.11462306,ID_EXACT,1.0,
150,IEEE,IEEE_S1_batch_141-160.jsonl,11463457,DarkCite: Unveiling Authority Bias as Implicit Rag Jailbreak Attacks,MATCHED,DarkCite: Unveiling Authority Bias as Implicit Rag Jailbreak Attacks,DarkCite: Unveiling Authority Bias as Implicit Rag Jailbreak Attacks,10.1109/icassp55912.2026.11463457,ID_EXACT,1.0,
151,IEEE,IEEE_S1_batch_141-160.jsonl,11463087,JAILFUZZ: A Zero-Knowledge and State Feedback Based Gray-Box Fuzzing Framework for Large Language Models,MATCHED,JAILFUZZ: A Zero-Knowledge and State Feedback Based Gray-Box Fuzzing Framework for Large Language Models,JAILFUZZ: A Zero-Knowledge and State Feedback Based Gray-Box Fuzzing Framework for Large Language Models,10.1109/icassp55912.2026.11463087,ID_EXACT,1.0,
152,IEEE,IEEE_S1_batch_141-160.jsonl,11464668,CAS-J: Cross-Modal Attention Synergy for Jailbreaking Large Vision-Language Models,MATCHED,CAS-J: Cross-Modal Attention Synergy for Jailbreaking Large Vision-Language Models,CAS-J: Cross-Modal Attention Synergy for Jailbreaking Large Vision-Language Models,10.1109/icassp55912.2026.11464668,ID_EXACT,1.0,
153,IEEE,IEEE_S1_batch_141-160.jsonl,11464275,Robust In-context Defenses Against Jailbreaking of LLMs via Role Specification,MATCHED,Robust In-context Defenses Against Jailbreaking of LLMs via Role Specification,Robust In-context Defenses Against Jailbreaking of LLMs via Role Specification,10.1109/icassp55912.2026.11464275,ID_EXACT,1.0,
154,IEEE,IEEE_S1_batch_141-160.jsonl,11463331,SFCoT: Safer Chain-Of-Thought via Active Safety Evaluation and Calibration,MATCHED,SFCoT: Safer Chain-Of-Thought via Active Safety Evaluation and Calibration,SFCoT: Safer Chain-Of-Thought via Active Safety Evaluation and Calibration,10.1109/icassp55912.2026.11463331,ID_EXACT,1.0,
155,IEEE,IEEE_S1_batch_141-160.jsonl,11464814,Audio-Text Jailbreak Attack on Large Audio-Language Models: Towards Generality and Stealthiness,MATCHED,Audio-Text Jailbreak Attack on Large Audio-Language Models: Towards Generality and Stealthiness,Audio-Text Jailbreak Attack on Large Audio-Language Models: Towards Generality and Stealthiness,10.1109/icassp55912.2026.11464814,ID_EXACT,1.0,
156,IEEE,IEEE_S1_batch_141-160.jsonl,11462247,What is the risk? Evaluating the impact of knowledge distillation on LLM vulnerabilities,MATCHED,What is the risk? Evaluating the impact of knowledge distillation on LLM vulnerabilities,What is the risk? Evaluating the impact of knowledge distillation on LLM vulnerabilities,10.1109/icassp55912.2026.11462247,ID_EXACT,1.0,
157,IEEE,IEEE_S1_batch_141-160.jsonl,11463981,Parameter Localization and Relearning for Safety Disalignment in Large Language Models,MATCHED,Parameter Localization and Relearning for Safety Disalignment in Large Language Models,Parameter Localization and Relearning for Safety Disalignment in Large Language Models,10.1109/icassp55912.2026.11463981,ID_EXACT,1.0,
158,IEEE,IEEE_S1_batch_141-160.jsonl,11462407,PINA: Prompt Injection Attack Against Navigation Agents,MATCHED,PINA: Prompt Injection Attack Against Navigation Agents,PINA: Prompt Injection Attack Against Navigation Agents,10.1109/icassp55912.2026.11462407,ID_EXACT,1.0,
159,IEEE,IEEE_S1_batch_141-160.jsonl,11463282,PromptPatch: Towards Precise and Stable Behavioral Patching in Large Language Models via Feedback-Driven Prompt Optimization,MATCHED,PromptPatch: Towards Precise and Stable Behavioral Patching in Large Language Models via Feedback-Driven Prompt Optimization,PromptPatch: Towards Precise and Stable Behavioral Patching in Large Language Models via Feedback-Driven Prompt Optimization,10.1109/icassp55912.2026.11463282,ID_EXACT,1.0,
160,IEEE,IEEE_S1_batch_161-180.jsonl,11465040,Safety Alignment Should be Made More than just A Few Attention Heads,MATCHED,Safety Alignment Should be Made More than just A Few Attention Heads,Safety Alignment Should be Made More than just A Few Attention Heads,10.1109/icassp55912.2026.11465040,ID_EXACT,1.0,
161,IEEE,IEEE_S1_batch_161-180.jsonl,11465062,Paper Summary Attack: Jailbreaking LLMs Through LLM Safety Papers,MATCHED,Paper Summary Attack: Jailbreaking LLMs Through LLM Safety Papers,Paper Summary Attack: Jailbreaking LLMs Through LLM Safety Papers,10.1109/icassp55912.2026.11465062,ID_EXACT,1.0,
162,IEEE,IEEE_S1_batch_161-180.jsonl,11463266,Safety Anchor-Guided Adaptive Bias Decay for Jailbreak Defense,MATCHED,Safety Anchor-Guided Adaptive Bias Decay for Jailbreak Defense,Safety Anchor-Guided Adaptive Bias Decay for Jailbreak Defense,10.1109/icassp55912.2026.11463266,ID_EXACT,1.0,
163,IEEE,IEEE_S1_batch_161-180.jsonl,11461745,"ATTN-Defense: Attention-Guided Detection, Location and Removal for Indirect Prompt Injection",MATCHED,"ATTN-Defense: Attention-Guided Detection, Location and Removal for Indirect Prompt Injection","ATTN-Defense: Attention-Guided Detection, Location and Removal for Indirect Prompt Injection",10.1109/icassp55912.2026.11461745,ID_EXACT,1.0,
164,IEEE,IEEE_S1_batch_161-180.jsonl,11462454,LLMS Do Not Always Say No: A Parallel Multi-Agent Jailbreak Framework Via Probabilistic Vulnerability,MATCHED,LLMS Do Not Always Say No: A Parallel Multi-Agent Jailbreak Framework Via Probabilistic Vulnerability,LLMS Do Not Always Say No: A Parallel Multi-Agent Jailbreak Framework Via Probabilistic Vulnerability,10.1109/icassp55912.2026.11462454,ID_EXACT,1.0,
165,IEEE,IEEE_S1_batch_161-180.jsonl,11460561,Optimizing Automated Jailbreak Attacks on Large Language Models via Experience Accumulation,MATCHED,Optimizing Automated Jailbreak Attacks on Large Language Models via Experience Accumulation,Optimizing Automated Jailbreak Attacks on Large Language Models via Experience Accumulation,10.1109/icassp55912.2026.11460561,ID_EXACT,1.0,
166,IEEE,IEEE_S1_batch_161-180.jsonl,11463376,IPI2: Mitigating Indirect Prompt Injections on Unmanned Aerial Vehicle Agents Using Physical Invariants,MATCHED,IPI2: Mitigating Indirect Prompt Injections on Unmanned Aerial Vehicle Agents Using Physical Invariants,IPI2: Mitigating Indirect Prompt Injections on Unmanned Aerial Vehicle Agents Using Physical Invariants,10.1109/icassp55912.2026.11463376,ID_EXACT,1.0,
167,IEEE,IEEE_S1_batch_161-180.jsonl,11462363,Mask-GCG: Are All Tokens in Adversarial Suffixes Necessary for Jailbreak Attacks?,MATCHED,Mask-GCG: Are All Tokens in Adversarial Suffixes Necessary for Jailbreak Attacks?,Mask-GCG: Are All Tokens in Adversarial Suffixes Necessary for Jailbreak Attacks?,10.1109/icassp55912.2026.11462363,ID_EXACT,1.0,
168,IEEE,IEEE_S1_batch_161-180.jsonl,11475947,Red-Team Prompt Injection Defense Using Multi-Context Protocol (MCP),MATCHED,Red-Team Prompt Injection Defense Using Multi-Context Protocol (MCP),Red-Team Prompt Injection Defense Using Multi-Context Protocol (MCP),10.1109/southeastcon63549.2026.11475947,ID_EXACT,1.0,
169,IEEE,IEEE_S1_batch_161-180.jsonl,11475941,Secure by Design: Quantifying Architectural Resilience and the Agents Rule of two,MATCHED,Secure by Design: Quantifying Architectural Resilience and the Agents Rule of two,Secure by Design: Quantifying Architectural Resilience and the Agents Rule of two,10.1109/southeastcon63549.2026.11475941,ID_EXACT,1.0,
170,IEEE,IEEE_S1_batch_161-180.jsonl,11476026,Security-Aware Retrieval-Augmented Generation System for Post-Quantum Cryptography Intelligence,MATCHED,Security-Aware Retrieval-Augmented Generation System for Post-Quantum Cryptography Intelligence,Security-Aware Retrieval-Augmented Generation System for Post-Quantum Cryptography Intelligence,10.1109/southeastcon63549.2026.11476026,ID_EXACT,1.0,
171,IEEE,IEEE_S1_batch_161-180.jsonl,11475963,Governed Agentic AI for Software Platforms: A Reference Architecture for Safe Autonomy at Scale,MATCHED,Governed Agentic AI for Software Platforms: A Reference Architecture for Safe Autonomy at Scale,Governed Agentic AI for Software Platforms: A Reference Architecture for Safe Autonomy at Scale,10.1109/southeastcon63549.2026.11475963,ID_EXACT,1.0,
172,IEEE,IEEE_S1_batch_161-180.jsonl,11476263,Small Language Model Jailbreak Defender Framework,MATCHED,Small Language Model Jailbreak Defender Framework,Small Language Model Jailbreak Defender Framework,10.1109/southeastcon63549.2026.11476263,ID_EXACT,1.0,
173,IEEE,IEEE_S1_batch_161-180.jsonl,11483294,AgentChain: Blockchain-Empowered Multi-Agent Coordination for Trustworthy LLM Question-Answering Systems,MATCHED,AgentChain: Blockchain-Empowered Multi-Agent Coordination for Trustworthy LLM Question-Answering Systems,AgentChain: Blockchain-Empowered Multi-Agent Coordination for Trustworthy LLM Question-Answering Systems,10.1109/tdsc.2026.3685256,ID_EXACT,1.0,
174,IEEE,IEEE_S1_batch_161-180.jsonl,11468247,"Small Models, Significant Risks: Jailbreaking Attacks on Lightweight LLMs",MATCHED,"Small Models, Significant Risks: Jailbreaking Attacks on Lightweight LLMs","Small Models, Significant Risks: Jailbreaking Attacks on Lightweight LLMs",10.1109/acdsa67686.2026.11468247,ID_EXACT,1.0,
175,IEEE,IEEE_S1_batch_161-180.jsonl,11467846,Evolving Security in LLMs: A Study of Jailbreak Attacks and Defenses,MATCHED,Evolving Security in LLMs: A Study of Jailbreak Attacks and Defenses,Evolving Security in LLMs: A Study of Jailbreak Attacks and Defenses,10.1109/acdsa67686.2026.11467846,ID_EXACT,1.0,
176,IEEE,IEEE_S1_batch_161-180.jsonl,11468934,Cracks in the Guardrails: Comparative Study of Jailbreak Attacks on Large Language Models,MATCHED,Cracks in the Guardrails: Comparative Study of Jailbreak Attacks on Large Language Models,Cracks in the Guardrails: Comparative Study of Jailbreak Attacks on Large Language Models,10.1109/ic3ecsbhi67834.2026.11468934,ID_EXACT,1.0,
177,IEEE,IEEE_S1_batch_161-180.jsonl,11469093,"Guardrail-Based Approaches for Enhancing Safety, Security, and Privacy in Large Language Models",MATCHED,"Guardrail-Based Approaches for Enhancing Safety, Security, and Privacy in Large Language Models","Guardrail-Based Approaches for Enhancing Safety, Security, and Privacy in Large Language Models",10.1109/ic3ecsbhi67834.2026.11469093,ID_EXACT,1.0,
178,IEEE,IEEE_S1_batch_161-180.jsonl,11468767,PromptShield: LoRA-Based Parameter-Efficient Refusal Alignment for Election-Targeted Adversarial LLM Attacks,MATCHED,PromptShield: LoRA-Based Parameter-Efficient Refusal Alignment for Election-Targeted Adversarial LLM Attacks,PromptShield: LoRA-Based Parameter-Efficient Refusal Alignment for Election-Targeted Adversarial LLM Attacks,10.1109/iccsc67078.2026.11468767,ID_EXACT,1.0,
179,IEEE,IEEE_S1_batch_161-180.jsonl,11480194,Exposing the Ghost in the Transformer: Abnormal Detection for Large Language Models via Hidden State Forensics,MATCHED,Exposing the Ghost in the Transformer: Abnormal Detection for Large Language Models via Hidden State Forensics,Exposing the Ghost in the Transformer: Abnormal Detection for Large Language Models via Hidden State Forensics,10.1109/tifs.2026.3683279,ID_EXACT,1.0,
180,IEEE,IEEE_S1_batch_181-200.jsonl,11479797,"The Safety Frontier in LLMs: Risks, Defenses, and Open Challenges",MATCHED,"The Safety Frontier in LLMs: Risks, Defenses, and Open Challenges","The Safety Frontier in LLMs: Risks, Defenses, and Open Challenges",10.1109/mcomstd.2026.3676030,ID_EXACT,1.0,
181,IEEE,IEEE_S1_batch_181-200.jsonl,11475468,Jailbreak-Free LLM-Assisted Malware Generation: An Empirical and Conceptual Analysis,MATCHED,Jailbreak-Free LLM-Assisted Malware Generation: An Empirical and Conceptual Analysis,Jailbreak-Free LLM-Assisted Malware Generation: An Empirical and Conceptual Analysis,10.1109/access.2026.3681295,ID_EXACT,1.0,
182,IEEE,IEEE_S1_batch_181-200.jsonl,11474672,Topology Linearization for Multi-Agent Systems Security: Mitigating Malicious Propagation via Path Decomposition,MATCHED,Topology Linearization for Multi-Agent Systems Security: Mitigating Malicious Propagation via Path Decomposition,Topology Linearization for Multi-Agent Systems Security: Mitigating Malicious Propagation via Path Decomposition,10.1109/tnse.2026.3680460,ID_EXACT,1.0,
183,IEEE,IEEE_S1_batch_181-200.jsonl,11471677,The New Web Attack Surface: A Taxonomy of Semantic and Agentic Threats in AI Browsers,MATCHED,The New Web Attack Surface: A Taxonomy of Semantic and Agentic Threats in AI Browsers,The New Web Attack Surface: A Taxonomy of Semantic and Agentic Threats in AI Browsers,10.1109/access.2026.3680147,ID_EXACT,1.0,
184,IEEE,IEEE_S1_batch_181-200.jsonl,11459349,From Pixels to Prompts: A Systematic Study and Introduction to Image Prompt Injection Attacks,MATCHED,From Pixels to Prompts: A Systematic Study and Introduction to Image Prompt Injection Attacks,From Pixels to Prompts: A Systematic Study and Introduction to Image Prompt Injection Attacks,10.1109/mc.2025.3633104,ID_EXACT,1.0,
185,IEEE,IEEE_S1_batch_181-200.jsonl,11454261,Defending Against Prompt Injection Attacks Using Automatic System Prompt Engineering,MATCHED,Defending Against Prompt Injection Attacks Using Automatic System Prompt Engineering,Defending Against Prompt Injection Attacks Using Automatic System Prompt Engineering,10.1109/icaiic68212.2026.11454261,ID_EXACT,1.0,
186,IEEE,IEEE_S1_batch_181-200.jsonl,11454295,Detection of Prompt Injection Attacks Using a Hierarchical Approach,MATCHED,Detection of Prompt Injection Attacks Using a Hierarchical Approach,Detection of Prompt Injection Attacks Using a Hierarchical Approach,10.1109/icaiic68212.2026.11454295,ID_EXACT,1.0,
187,IEEE,IEEE_S1_batch_181-200.jsonl,11454256,Prompt Injection Detection via Key Feature Integration in Large Language Models,MATCHED,Prompt Injection Detection via Key Feature Integration in Large Language Models,Prompt Injection Detection via Key Feature Integration in Large Language Models,10.1109/icaiic68212.2026.11454256,ID_EXACT,1.0,
188,IEEE,IEEE_S1_batch_181-200.jsonl,11457870,Effective Defense Strategies Against Jailbreaking in Large Language Models,MATCHED,Effective Defense Strategies Against Jailbreaking in Large Language Models,Effective Defense Strategies Against Jailbreaking in Large Language Models,10.1109/access.2026.3679168,ID_EXACT,1.0,
189,IEEE,IEEE_S1_batch_181-200.jsonl,11455216,GRA: Graph-Based Role-Playing Attack for Single-Turn Jailbreak,MATCHED,GRA: Graph-Based Role-Playing Attack for Single-Turn Jailbreak,GRA: Graph-Based Role-Playing Attack for Single-Turn Jailbreak,10.1109/lsp.2026.3677330,ID_EXACT,1.0,
190,IEEE,IEEE_S1_batch_181-200.jsonl,11429310,Comparative Analysis of LLMs Against Jailbreak Prompts,MATCHED,Comparative Analysis of LLMs Against Jailbreak Prompts,Comparative Analysis of LLMs Against Jailbreak Prompts,10.1109/icecte69292.2026.11429310,ID_EXACT,1.0,
191,IEEE,IEEE_S1_batch_181-200.jsonl,11433611,From Prompts to Protection: Large Language Model-Assisted In-Context Learning for Smart Public Safety UAV,MATCHED,From Prompts to Protection: Large Language Model-Assisted In-Context Learning for Smart Public Safety UAV,From Prompts to Protection: Large Language Model-Assisted In-Context Learning for Smart Public Safety UAV,10.1109/mwc.2026.3666489,ID_EXACT,1.0,
192,IEEE,IEEE_S1_batch_181-200.jsonl,11426969,Robustness Over Time: Understanding Adversarial Examples’ Effectiveness on Longitudinal Versions of Large Language Models,MATCHED,Robustness Over Time: Understanding Adversarial Examples’ Effectiveness on Longitudinal Versions of Large Language Models,Robustness Over Time: Understanding Adversarial Examples’ Effectiveness on Longitudinal Versions of Large Language Models,10.1109/tifs.2026.3672386,ID_EXACT,1.0,
193,IEEE,IEEE_S1_batch_181-200.jsonl,11415694,Take off Your Disguise: Detecting Disguised Prompt-Based Jailbreak Attacks Against LLMs,MATCHED,Take off Your Disguise: Detecting Disguised Prompt-Based Jailbreak Attacks Against LLMs,Take off Your Disguise: Detecting Disguised Prompt-Based Jailbreak Attacks Against LLMs,10.1109/tcss.2026.3664981,ID_EXACT,1.0,
194,IEEE,IEEE_S1_batch_181-200.jsonl,11393740,Authenticated and Offline-Verifiable Agent-to-Agent Messaging for LLM Agents,MATCHED,Authenticated and Offline-Verifiable Agent-to-Agent Messaging for LLM Agents,Authenticated and Offline-Verifiable Agent-to-Agent Messaging for LLM Agents,10.1109/ccwc67433.2026.11393740,ID_EXACT,1.0,
195,IEEE,IEEE_S1_batch_181-200.jsonl,11393850,Interaction-Centric Cybersecurity Risks in LLM-Powered Dialogue Systems,MATCHED,Interaction-Centric Cybersecurity Risks in LLM-Powered Dialogue Systems,Interaction-Centric Cybersecurity Risks in LLM-Powered Dialogue Systems,10.1109/ccwc67433.2026.11393850,ID_EXACT,1.0,
196,IEEE,IEEE_S1_batch_181-200.jsonl,11408855,Safety Guardrails for LLM-Enabled Robots,MATCHED,Safety Guardrails for LLM-Enabled Robots,Safety Guardrails for LLM-Enabled Robots,10.1109/lra.2026.3667488,ID_EXACT,1.0,
197,IEEE,IEEE_S1_batch_181-200.jsonl,11397062,Evaluating Robustness and Generalization in LLMs under Adversarial and Real-World Conditions,MATCHED,Evaluating Robustness and Generalization in LLMs under Adversarial and Real-World Conditions,Evaluating Robustness and Generalization in LLMs under Adversarial and Real-World Conditions,10.1109/bigcomp68355.2026.00058,ID_EXACT,1.0,
198,IEEE,IEEE_S1_batch_181-200.jsonl,11397027,Analyzing LLM Safety Circumvention via Multilingual Euphemistic Coating,MATCHED,Analyzing LLM Safety Circumvention via Multilingual Euphemistic Coating,Analyzing LLM Safety Circumvention via Multilingual Euphemistic Coating,10.1109/bigcomp68355.2026.00047,ID_EXACT,1.0,
199,IEEE,IEEE_S1_batch_181-200.jsonl,11405858,PromptFuzz: Harnessing Fuzzing Techniques for Robust Testing of Prompt Injection in LLMs,MATCHED,PromptFuzz: Harnessing Fuzzing Techniques for Robust Testing of Prompt Injection in LLMs,PromptFuzz: Harnessing Fuzzing Techniques for Robust Testing of Prompt Injection in LLMs,10.1109/tifs.2026.3666893,ID_EXACT,1.0,
200,IEEE,IEEE_S1_batch_201-220.jsonl,11395696,Zero-Shot Tokenizer Transfer for Targeted Attacks on Retrieval-Augmented Generation,MATCHED,Zero-Shot Tokenizer Transfer for Targeted Attacks on Retrieval-Augmented Generation,Zero-Shot Tokenizer Transfer for Targeted Attacks on Retrieval-Augmented Generation,10.1109/icaic67076.2026.11395696,ID_EXACT,1.0,
201,IEEE,IEEE_S1_batch_201-220.jsonl,11395786,"Jailbreaking Large Language Models: Techniques, Trends, Defenses, and Open Challenges",MATCHED,"Jailbreaking Large Language Models: Techniques, Trends, Defenses, and Open Challenges","Jailbreaking Large Language Models: Techniques, Trends, Defenses, and Open Challenges",10.1109/icaic67076.2026.11395786,ID_EXACT,1.0,
202,IEEE,IEEE_S1_batch_201-220.jsonl,11395708,Multi-Layered Defense Proxy for Home Assistant utilizing Large Language Models,MATCHED,Multi-Layered Defense Proxy for Home Assistant utilizing Large Language Models,Multi-Layered Defense Proxy for Home Assistant utilizing Large Language Models,10.1109/icaic67076.2026.11395708,ID_EXACT,1.0,
203,IEEE,IEEE_S1_batch_201-220.jsonl,11395808,Confidential and Attack-Resilient Edge LLM Serving for Multilingual Chatbots,MATCHED,Confidential and Attack-Resilient Edge LLM Serving for Multilingual Chatbots,Confidential and Attack-Resilient Edge LLM Serving for Multilingual Chatbots,10.1109/icaic67076.2026.11395808,ID_EXACT,1.0,
204,IEEE,IEEE_S1_batch_201-220.jsonl,11395844,A Comprehensive Assessment Tool for Prompt Injection Attacks in Large Language Models (LLMs),MATCHED,A Comprehensive Assessment Tool for Prompt Injection Attacks in Large Language Models (LLMs),A Comprehensive Assessment Tool for Prompt Injection Attacks in Large Language Models (LLMs),10.1109/icaic67076.2026.11395844,ID_EXACT,1.0,
205,IEEE,IEEE_S1_batch_201-220.jsonl,11395658,Identity-Spoofing Prompt Injection: Empirical Analysis of Instruction Leakage in Custom GPTs,MATCHED,Identity-Spoofing Prompt Injection: Empirical Analysis of Instruction Leakage in Custom GPTs,Identity-Spoofing Prompt Injection: Empirical Analysis of Instruction Leakage in Custom GPTs,10.1109/icaic67076.2026.11395658,ID_EXACT,1.0,
206,IEEE,IEEE_S1_batch_201-220.jsonl,11395884,Mid-Generation Jailbreaks in Open-Source LLMs Using a Pause-and-Edit Attack,MATCHED,Mid-Generation Jailbreaks in Open-Source LLMs Using a Pause-and-Edit Attack,Mid-Generation Jailbreaks in Open-Source LLMs Using a Pause-and-Edit Attack,10.1109/icaic67076.2026.11395884,ID_EXACT,1.0,
