database,source_file,bib_key,entry_type,title,abstract,authors,year,doi,url,venue,content_type,title_norm,match_method,match_score,match_margin,evaluation_file,screening_doi,screening_id,screening_title,relevance_score,confidence,phenomenon_centrality,rq_contribution,application_context,evidence_or_synthesis,information_density,hard_exclude,study_type,contribution_types,contexts,possible_duplicate_llm,reason,score_recalculated,score_difference,score_formula_ok,screening_status,priority_band,dedup_key
IEEE,IEEE_S1_301-400.bib,11189427,inproceedings,A Novel Security Framework against Prompt Injection Attacks,"Large Language Models (LLMs) have demonstrated remarkable capabilities in natural language processing, but their widespread adoption has introduced critical security vulnerabilities, particularly prompt injection attacks-where attackers design input prompts to induce the model to generate malicious or inappropriate content, potentially leading to sensitive information leakage, execution of malicious instructions, or other security risks. Traditional defense mechanisms, which typically rely on keyword filtering or simple rule matching, struggle to cope with the increasingly complex and dynamically evolving attack methods. To address these risks, researchers have developed defense mechanisms ranging from input sanitization and adversarial training to runtime monitoring.This paper proposes a security framework based on LLMs, aiming to conduct an in-depth analysis of the threat posed by prompt injection attacks and achieve comprehensive risk monitoring of model outputs. The framework analyzes input prompts from multiple dimensions to identify malicious prompts and their potential attack behaviors while simultaneously monitoring and evaluating the output generated by the LLM. Through in-depth analysis of attack techniques and monitoring of model outputs, the proposed framework can effectively recognize and defeat various types of attacks, reduce the potential threats posed by prompt injection attacks, and ensure the security and reliability of LLMs in practical applications. Experimental results show that the framework can achieve over 93% detection accuracy.","Zhao, Yumei and Li, Xiaoming",2025,10.1109/ccai65422.2025.11189427,,2025 IEEE 5th International Conference on Computer Communication and Artificial Intelligence (CCAI),,a novel security framework against prompt injection attacks,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11189427,A Novel Security Framework against Prompt Injection Attacks,0.89,0.98,1.0,1.0,0.5,0.75,1.0,False,DETECTION,"['DEFENSE', 'DETECTION', 'MITIGATION', 'FRAMEWORK', 'EVALUATION']","['GENERAL_LLM', 'CYBERSECURITY']",False,"Prompt injection é o foco explícito do estudo, que propõe monitoramento de entradas e saídas para identificar e conter ataques. O resumo relata avaliação experimental e precisão de detecção superior a 93%.",0.89,0.0,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/ccai65422.2025.11189427
IEEE,IEEE_S1_301-400.bib,11186635,inproceedings,Unlocking LLM Security: Automated Penetration Testing and Source Code Review Based on Vulnerability Analysis and NLP,"This paper introduces an innovative framework designed to bolster the security of large language models (LLMs) and source code through automated penetration testing and vulnerability analysis. By integrating natural language processing (NLP) and machine learning, the proposed system overcomes the shortcomings of conventional security tools, offering a unified solution for testing LLMs and reviewing source code across multiple programming languages. The architecture employs API-based testing to probe LLMs for vulnerabilities such as prompt injections and data leaks, while leveraging static and dynamic analysis to detect coding flaws like SQL injection and buffer overflows. Experimental evaluations confirm the system's efficacy in identifying security risks, with features including real-time monitoring and an intuitive interface enhancing its accessibility to developers of varying expertise. Despite its promising accuracy and efficiency, challenges such as false positives and reliance on dataset quality are noted, suggesting directions for future refinement. This work advances AIdriven cybersecurity by delivering a scalable, adaptable toolset for securing modern software systems and intelligent models, contributing significantly to the evolving landscape of digital security.","Takieldeen, Ali E. and Hossam, Noor and Elkassaby, Osama and Awad, Moaaz and Gomaa, Mahmoud and Ahmed, Adham and Saad, Ahmed and Haggag, S H and Elsayed, Nada Samir",2025,10.1109/itc-egypt66095.2025.11186635,,2025 International Telecommunications Conference (ITC-Egypt),,unlocking llm security automated penetration testing and source code review based on vulnerability analysis and nlp,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11186635,Unlocking LLM Security: Automated Penetration Testing and Source Code Review Based on Vulnerability Analysis and NLP,0.63,0.91,0.5,0.75,0.5,0.75,0.75,False,APPLICATION_SECURITY,"['RED_TEAMING', 'DETECTION', 'EVALUATION', 'FRAMEWORK']","['GENERAL_LLM', 'CYBERSECURITY']",False,"Apresenta um framework de testes automatizados que investiga prompt injection e vazamento de dados em LLMs, juntamente com vulnerabilidades tradicionais de código. Há avaliação experimental, mas prompt injection é apenas uma parte de um escopo de segurança mais amplo.",0.62,0.01,True,EVALUATED,0.50–0.64 zona cinzenta,doi:10.1109/itc-egypt66095.2025.11186635
IEEE,IEEE_S1_301-400.bib,11182780,inproceedings,Continual Defense Against Evolving Jailbreaks: A Multi-Agent Adversarial Framework with Linear Gating MoE,"Large Language Models (LLMs) are vulnerable to deceptive jailbreak attacks inducing harmful outputs. Existing defenses suffer from catastrophic forgetting in continual defense learning against evolving attacks. To address the limited space issue caused by defenders attempting to reduce defense forgetting when learning long sequence tasks, we propose a Mixture-of-Experts (MoE) based continual defense learning method, which only activates the most suitable experts to learn new tasks and freezes the other experts to prevent forgetting the old defense tasks. Our approach employs in-context learning (ICL) to simulate an attack-defense LLM-based multi-agent framework, where an attacker generates sequential novel attacks, a defender continuously learns to counter the attacker, and an evaluator assesses the defense. Crucially, we introduce a linear gating MoE continual learning method for the defender. This method uses a linear gate to assign new attack tasks to specific expert networks (formed by partitioning model neurons), isolating training to prevent forgetting of established defenses. Experiments demonstrate that our framework significantly outperforms baselines in continual defense learning, achieving higher defense success rates across sequentially updated attack tasks.","Xu, Qianqiao and Liu, Feng",2025,10.1109/caibda65784.2025.11182780,,"2025 5th International Conference on Artificial Intelligence, Big Data and Algorithms (CAIBDA)",,continual defense against evolving jailbreaks a multi agent adversarial framework with linear gating moe,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11182780,Continual Defense Against Evolving Jailbreaks: A Multi-Agent Adversarial Framework with Linear Gating MoE,0.94,0.98,1.0,1.0,0.75,1.0,0.75,False,PRIMARY_DEFENSE,"['ATTACK', 'DEFENSE', 'MITIGATION', 'EVALUATION', 'FRAMEWORK']","['AGENT', 'MULTI_AGENT', 'GENERAL_LLM']",False,O estudo trata diretamente de defesa contínua contra jailbreaks e utiliza um framework multiagente no qual ataques evoluem sequencialmente. Compara a proposta com baselines e relata taxas de sucesso de defesa superiores.,0.94,0.0,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/caibda65784.2025.11182780
IEEE,IEEE_S1_301-400.bib,11184156,article,LLM-Enabled In-Context Learning for Data Collection Scheduling in UAV-Assisted Sensor Networks,"Uncrewed aerial vehicles (UAVs) are increasingly being utilized in various private and commercial applications, for example, traffic control, parcel delivery, and search-and-rescue (SAR) missions. Machine learning (ML) methods used in UAV-assisted sensor networks (UASNETs) and, especially, in deep reinforcement learning (DRL) face challenges such as complex and lengthy model training, gaps between simulation and reality, and low sampling efficiency, which conflict with the urgency of emergencies, such as SAR missions. In this article, an in-context learning (ICL)-data collection (ICLDC) scheduling system is proposed as an alternative to DRL in emergencies. The UAV collects sensory data and transmits it to a large language model (LLM), which creates a task description in natural language. From this description, the UAV receives a data collection schedule that must be executed. A verifier ensures safe UAV operations by evaluating the schedules generated by the LLM and overriding unsafe schedules based on predefined rules. The system continuously adapts by incorporating feedback into the task descriptions and using this for future decisions. This method is tested against jailbreaking attacks, where the task description is manipulated to undermine network performance, highlighting the vulnerability of LLMs to such attacks. The proposed ICLDC significantly reduces cumulative packet loss compared to both the DQN and maximum channel gain baselines. ICLDC presents a promising direction for intelligent scheduling and control in UASNETs.","Emami, Yousef and Zhou, Hao and Nabavirazavi, Seyedsina and Almeida, Luis",2025,10.1109/jiot.2025.3615410,,IEEE Internet of Things Journal,,llm enabled in context learning for data collection scheduling in uav assisted sensor networks,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11184156,LLM-Enabled In-Context Learning for Data Collection Scheduling in UAV-Assisted Sensor Networks,0.7,0.92,0.5,0.75,0.75,1.0,0.75,False,APPLICATION_SECURITY,"['ATTACK', 'EVALUATION']","['AGENT', 'EXTERNAL_CONTENT', 'GENERAL_LLM']",False,"O sistema LLM para controle de UAV é explicitamente testado contra jailbreaks que manipulam a descrição da tarefa para prejudicar o desempenho da rede. A segurança não é o foco principal do artigo, mas o ataque fornece evidência empírica relevante em uma aplicação LLM que processa entradas externas.",0.7,0.0,True,EVALUATED,0.65–0.79 provável relevância,doi:10.1109/jiot.2025.3615410
IEEE,IEEE_S1_301-400.bib,11173493,inproceedings,Defending Llms Against Jailbreak Prompts Through Key Information Protection and Selective Compression,"With the widespread application of Large Language Models (LLMs) in the field of natural language processing and software engineering, security vulnerabilities have emerged as a critical concern. Among these, jailbreak attacks represent a prevalent security threat, as they bypass the internal security checks of the model through carefully designed input perturbations, generating malicious outputs which severely may compromise the reliability and security of the LLM-based software tools. Existing defense methods based on reinforcement learning and fine-tuning often suffer from limited generalization, low interpretability, and high computational overhead. To address these limitations, we propose MaskedDefender, a novel defense approach that detects potential attack features by analyzing model's response differences to various inputs. Guided by the principle of key information protection and selective compression, MaskedDefender identifies critical tokens associated with jailbreak attacks by optimizing the gradient of a multi-objective loss function. It then applies soft guidance to steer the model's attention toward these critical tokens. Our approach highlights jailbreak intentions and reduces the model's confusion in identifying such attacks without modifying model parameters. Experimental results show that MaskedDefender outperforms existing defense methods in enabling the model to detect and resist jailbreak attacks, while maintaining both efficiency and effectiveness.","Li, Siyu and Zhou, Yu and Zhang, Xiangyu and Han, Tingting",2025,10.1109/qrs65678.2025.00017,,"2025 25th International Conference on Software Quality, Reliability and Security (QRS)",,defending llms against jailbreak prompts through key information protection and selective compression,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11173493,Defending Llms Against Jailbreak Prompts Through Key Information Protection and Selective Compression,0.93,0.99,1.0,1.0,0.5,1.0,1.0,False,PRIMARY_DEFENSE,"['DEFENSE', 'DETECTION', 'MITIGATION', 'EVALUATION']","['GENERAL_LLM', 'CYBERSECURITY']",False,Propõe diretamente uma defesa contra jailbreaks que identifica tokens críticos associados aos ataques e orienta a atenção do modelo sem alterar seus parâmetros. O resumo relata comparação experimental com métodos existentes e avaliação de eficácia e eficiência.,0.92,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/qrs65678.2025.00017
IEEE,IEEE_S1_301-400.bib,11171650,inproceedings,JailBreakLLM: An Effective LLaMa Model Designed Specifically to Jailbreak OpenAI GPT,"Large Language Models (LLMs) such as OpenAI's GPT-40 achieve state-of-the-art performance across many NLP tasks, yet remain vulnerable to “jailbreak” attacks that subvert their safety alignments. In this work, we introduce lailbreakLLM, an 8 billion-parameter Meta LLaMa-3.1 model fine-tuned via LoRA on a novel Jailbreak FineTune Dataset, specifically to generate one-shot prompts that successfully bypass GPT -40's guardrails. Our dataset comprises 204 paired entries of high-level malicious intents (e.g., “how to create an explosive device”) and handcrafted obfuscated, role-play-style prompts designed to exploit weaknesses in GPT -40's content filters. We train with 4-bit quantization, a sequence length of 2048, LoRA rank=16, and standard PEFT hyperparameters, achieving a final loss of 0.77. On a held-out test set of 64 examples covering ten cate-gories-including violence, illicit behavior, cybersecurity, fraud, hate speech, and public safety-lailbreakLLM attains an 85% one-shot attack success rate, with only 6 % complete failures. We analyze category-wise performance, uncovering GPT -4o's greatest vulnerabilities in direct-harm and illicit-behavior domains. Our results demonstrate that a comparatively small, open-source model can effectively dismantle the safety mechanisms of a leading commercial LLM.","Antor, Rasel Ahmed and Newaz, Kazi Tamjeed and Mahmud, Sameer and Mahi, Mumtahina Tasnim and Mansour, Nafees",2025,10.1109/qpain66474.2025.11171650,,"2025 International Conference on Quantum Photonics, Artificial Intelligence, and Networking (QPAIN)",,jailbreakllm an effective llama model designed specifically to jailbreak openai gpt,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11171650,JailBreakLLM: An Effective LLaMa Model Designed Specifically to Jailbreak OpenAI GPT,0.93,0.99,1.0,1.0,0.5,1.0,1.0,False,PRIMARY_ATTACK,"['ATTACK', 'DATASET', 'EVALUATION']","['GENERAL_LLM', 'CYBERSECURITY']",False,O artigo desenvolve especificamente um modelo para gerar prompts de jailbreak contra GPT-4o e apresenta um novo dataset de fine-tuning. Relata avaliação em múltiplas categorias e taxa de sucesso de ataque de 85%.,0.92,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/qpain66474.2025.11171650
IEEE,IEEE_S1_301-400.bib,11137773,inproceedings,Transferable Modeling Strategies for Low-Resource LLM Tasks: A Prompt and Alignment-Based Approach,"This paper addresses the limited transfer and adaptation capabilities of large language models in low-resource language scenarios. It proposes a unified framework that combines a knowledge transfer module with parameter-efficient fine-tuning strategies. The method introduces knowledge alignment loss and soft prompt tuning to guide the model in effectively absorbing the structural features of target languages or tasks under minimal annotation. This enhances both generalization performance and training stability. The framework includes lightweight adaptation modules to reduce computational costs. During training, it integrates freezing strategies and prompt injection to preserve the model's original knowledge while enabling quick adaptation to new tasks. The study also conducts stability analysis experiments and synthetic pseudo-data transfer experiments to systematically evaluate the method's applicability and robustness across different low-resource tasks. Experimental results show that compared with existing multilingual pre-trained models and mainstream transfer methods, the proposed approach achieves higher performance and stability on cross-lingual tasks such as MLQA, XQuAD, and PAWS-X. It demonstrates particularly strong advantages under extremely data-scarce conditions. The proposed method offers strong generality and scalability. It enhances task-specific adaptability while preserving the general capabilities of large language models. This makes it well-suited for complex semantic modeling and multilingual processing tasks.","Lyu, Shuangquan and Deng, Yingnan and Liu, Guiran and Qi, Zhen and Wang, Ruotong",2025,10.1109/icaita67588.2025.11137773,,2025 7th International Conference on Artificial Intelligence Technologies and Applications (ICAITA),,transferable modeling strategies for low resource llm tasks a prompt and alignment based approach,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11137773,Transferable Modeling Strategies for Low-Resource LLM Tasks: A Prompt and Alignment-Based Approach,0.0,0.99,0.0,0.0,0.0,0.0,0.0,True,OTHER,[],[],False,"O termo ""prompt injection"" é empregado como parte legítima de uma estratégia de adaptação e transferência de conhecimento, não como ataque adversarial. O estudo trata de tarefas multilíngues de baixo recurso e está fora do fenômeno de segurança definido pela revisão.",0.0,0.0,True,EVALUATED,0.00–0.24 provável exclusão,doi:10.1109/icaita67588.2025.11137773
IEEE,IEEE_S1_301-400.bib,11140522,inproceedings,From Transaction to Transformation: AI and Machine Learning in FinTech,"Artificial Intelligence technology and Machine Learning operate in FinTech industries by automating processes while giving complete risk assessments, plus private customized solutions. This research studies how AI and ML technology support modern FinTech business functions, specifically fraud prevention, business credit rating, automated investment advice, and automatic market trades. The research conducts the empirical evaluation of Large Language Model integration within Zero Trust security structures by using adversarial testing together with case studies and explainability assessment methods. Research indicates that LLMs improve threat detection performance by 21% and traditional systems yet they fail in 38% of cases when prompt injection happens. The study highlights the need for adversarial training combined with fairness auditing and regulatory oversight in order to establish AI deployment safety in cybersecurity. The research pairs contemporary studies with specific examples to uncover AI and ML's main advantages of better results, less manual work, and better services for customers. This study researches both data protection risks and official rules while looking at the weaknesses of programmed systems. Through research the paper determines how applications based on AI machine learning propel financial services toward automated systems that adjust their behavior for optimal results. The analysis generates new ideas to develop FinTech innovation models and provides useful directions for business creators plus oversight agencies plus financial establishments. This study brings a new method to view AI/ML integration while showing the need to align ethical and legal rules in future FinTech systems.","Al Ahmed, Yazan and Osman, Abdulla and Ahmed, Abrar Hamdi and Omar Salem, Dina and Al Ahmad, Yanal",2025,10.1109/icsc65596.2025.11140522,,2025 5th Intelligent Cybersecurity Conference (ICSC),,from transaction to transformation ai and machine learning in fintech,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11140522,From Transaction to Transformation: AI and Machine Learning in FinTech,0.53,0.82,0.5,0.5,0.25,0.75,0.75,False,APPLICATION_SECURITY,"['ATTACK', 'EVALUATION', 'MITIGATION']","['GENERAL_LLM', 'CYBERSECURITY', 'OTHER']",False,"O trabalho é amplo sobre IA em FinTech, mas inclui avaliação adversarial de LLMs em arquitetura Zero Trust e relata falhas sob prompt injection. A contribuição para prompt injection é relevante, porém secundária ao objetivo geral do estudo.",0.52,0.01,True,EVALUATED,0.50–0.64 zona cinzenta,doi:10.1109/icsc65596.2025.11140522
IEEE,IEEE_S1_301-400.bib,11128119,inproceedings,Jailbreaking LLM-Controlled Robots,"The recent introduction of large language models (LLMs) has revolutionized the field of robotics by enabling contextual reasoning and intuitive human-robot interaction in domains as varied as manipulation, locomotion, and self-driving vehicles. When viewed as a stand-alone technology, LLMs are known to be vulnerable to jailbreaking attacks, wherein mali-cious prompters elicit harmful text by bypassing LLM safety guardrails. To assess the risks of deploying LLMs in robotics, in this paper, we introduce ROBOPAIR, the first algorithm designed to jailbreak LLM-controlled robots. Unlike existing, textual attacks on LLM chatbots, Robopairelicits harmful physical actions from LLM-controlled robots, a phenomenon we experimentally demonstrate in three scenarios: (i) a white-box setting, wherein the attacker has full access to the NVID IA Dolphins self-driving LLM, (ii) a gray-box setting, wherein the attacker has partial access to a Clearpath Robotics Jackal UGV robot equipped with a GPT-40 planner, and (iii) a black-box setting, wherein the attacker has only query access to the GPT-3.5-integrated Unitree Robotics Go2robot dog. In each scenario and across three new datasets of harmful robotic actions, we demonstrate that ROBOPAIR, as well as several static baselines, finds jailbreaks quickly and effectively, often achieving 100 % attack success rates. Our results reveal, for the first time, that the risks of jailbroken LLMs extend far beyond text generation, given the distinct possibility that jailbroken robots could cause physical damage in the real world. Indeed, our results on the U nitree G02represent the first successful jailbreak of a deployed commercial robotic system. Addressing this emerging vulnerability is critical for ensuring the safe deployment of LLMs in robotics. Additional media is available at: https://robopair.org.","Robey, Alexander and Ravichandran, Zachary and Kumar, Vijay and Hassani, Hamed and Pappas, George J.",2025,10.1109/icra55743.2025.11128119,,2025 IEEE International Conference on Robotics and Automation (ICRA),,jailbreaking llm controlled robots,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11128119,Jailbreaking LLM-Controlled Robots,0.96,0.99,1.0,1.0,0.75,1.0,1.0,False,PRIMARY_ATTACK,"['ATTACK', 'BENCHMARK', 'EVALUATION', 'DATASET']","['AGENT', 'GENERAL_LLM']",False,"Introduz um algoritmo específico para jailbreak de robôs controlados por LLMs e o avalia em cenários white-box, gray-box e black-box. Utiliza três novos datasets e relata taxas de sucesso de ataque, fornecendo evidência detalhada sobre mecanismos e avaliação ofensiva.",0.96,0.0,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/icra55743.2025.11128119
IEEE,IEEE_S1_301-400.bib,11130138,inproceedings,A Novel GNN-based Approach for Detection of Prompt Injection Attacks,"Prompt injection attacks manipulate language model inputs to bypass intended constraints, extract sensitive information, or generate misleading responses, posing a significant security risk in real-world applications. To address this challenge, we propose a Graph Neural Network (GNN)based approach that integrates sentiment features and Bidirectional Encoder Representations from Transformers (BERT) embeddings to effectively detect malicious prompt injections. By transforming textual data into structured graph representations, our approach captures both semantic and contextual relationships that conventional models often overlook. We evaluated our approach against traditional machine learning techniques, including Random Forest, Logistic Regression, and XGBoost, demonstrating its superior performance. Experimental results show that our approach achieves a high detection accuracy of $98.70 \%$ and an F1-score of 0.9799, significantly outperforming conventional methods. Additionally, we provide an in-depth analysis of computational efficiency, highlighting the trade-offs between detection effectiveness and model complexity, ensuring a practical balance between security and performance.","Jadhav, Gaurav and Singh, Amit Kumar and Khanam, Zeba and Hercock, Robert",2025,10.1109/csr64739.2025.11130138,,2025 IEEE International Conference on Cyber Security and Resilience (CSR),,a novel gnn based approach for detection of prompt injection attacks,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11130138,A Novel GNN-based Approach for Detection of Prompt Injection Attacks,0.93,0.99,1.0,1.0,0.5,1.0,1.0,False,DETECTION,"['DETECTION', 'DEFENSE', 'EVALUATION']","['GENERAL_LLM', 'CYBERSECURITY']",False,"Prompt injection é o foco central e o artigo propõe um detector baseado em GNN com embeddings BERT e atributos de sentimento. A abordagem é comparada a vários baselines e apresenta métricas explícitas de acurácia, F1 e eficiência computacional.",0.92,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/csr64739.2025.11130138
IEEE,IEEE_S1_301-400.bib,11126597,inproceedings,Fine-tuned Large Language Models (LLMs): Improved Prompt Injection Attacks Detection,"Large language models (LLMs) are becoming a popular tool as they have significantly advanced in their capability to tackle a wide range of language-based tasks. However, LLMs applications are highly vulnerable to prompt injection attacks, which poses a critical problem. These attacks target LLMs applications through using carefully designed input prompts to divert the model from adhering to original instruction, thereby it could execute unintended actions. These manipulations pose serious security threats which potentially results in data leaks, biased outputs, or harmful responses. This project explores the security vulnerabilities in relation to prompt injection attacks. To detect whether a prompt is vulnerable or not, we follows two approaches: 1) a pre-trained LLM, and 2) a fine-tuned LLM. Then, we conduct a thorough analysis and comparison of the classification performance. Firstly, we use pre-trained XLM-RoBERTa model to detect prompt injections using test dataset without any fine-tuning and evaluate it by zero-shot classification. Then, this proposed work will apply supervised fine-tuning to this pre-trained LLM using a task-specific labeled dataset from deepset in huggingface, and this fine-tuned model achieves impressive results with 99.13% accuracy, 100% precision, 98.33% recall and 99.15% F1-score thorough rigorous experimentation and evaluation. We observe that our approach is highly efficient in detecting prompt injection attacks.","Rahman, Md Abdur and Shahriar, Hossain and Francia, Guillermo and Wu, Fan and Cuzzocrea, Alfredo and Rahman, Muhammad and Faruk, Md Jobair Hossain and Ahamed, Sheikh Iqbal",2025,10.1109/compsac65507.2025.00134,,"2025 IEEE 49th Annual Computers, Software, and Applications Conference (COMPSAC)",,fine tuned large language models llms improved prompt injection attacks detection,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11126597,Fine-tuned Large Language Models (LLMs): Improved Prompt Injection Attacks Detection,0.93,0.99,1.0,1.0,0.5,1.0,1.0,False,DETECTION,"['DETECTION', 'DEFENSE', 'EVALUATION', 'DATASET']","['GENERAL_LLM', 'CYBERSECURITY']",False,"Investiga diretamente detecção de prompt injection por modelos pré-treinados e fine-tuned, com comparação entre abordagens. O resumo identifica dataset e apresenta acurácia, precisão, recall e F1, oferecendo evidência experimental diretamente relevante.",0.92,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/compsac65507.2025.00134
IEEE,IEEE_S1_301-400.bib,11126149,inproceedings,Practical Integration of Large Language Models into Enterprise CI/CD Pipelines for Security Policy Validation: An Industry-Focused Evaluation,"Manual security policy validation of Infrastructure-as-Code (IaC) creates bottlenecks in enterprise CI/CD pipelines, with 90% of cloud breaches involving misconfigured IaC. Traditional static analyzers struggle with evolving cloud services and custom policies. We propose a production-ready framework augmenting conventional scans with Large Language Models (LLMs) for Kubernetes, IAM, and Terraform validation. Our evaluation on 500 synthetic IaC cases shows ensemble methods achieve F1 = 0.95 at 3.1s latency. LLMs detect complex violations missed by rule-based tools, reducing manual review by 60% and maintenance by 70%. Real-world testing in Jenkins and Bamboo confirms cross-platform compatibility. We provide: (i) privacy-preserving CI/CD architecture, (ii) safeguards against prompt injection and hallucination, and (iii) phased rollout strategy for regulated enterprises balancing security and velocity.","Mittal, Akshay and Venkatesan, Vivek",2025,10.1109/sose67019.2025.00027,,2025 IEEE International Conference on Service-Oriented System Engineering (SOSE),,practical integration of large language models into enterprise ci cd pipelines for security policy validation an industry focused evaluation,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11126149,Practical Integration of Large Language Models into Enterprise CI/CD Pipelines for Security Policy Validation: An Industry-Focused Evaluation,0.45,0.83,0.25,0.25,0.5,1.0,0.75,False,APPLICATION_SECURITY,"['PREVENTION', 'EVALUATION', 'FRAMEWORK']","['GENERAL_LLM', 'CYBERSECURITY']",False,"O artigo avalia integração de LLMs em pipelines CI/CD e menciona salvaguardas contra prompt injection como um componente da arquitetura. A avaliação empírica é substancial, mas o resumo não descreve especificamente como essas salvaguardas funcionam ou são avaliadas contra ataques.",0.45,0.0,True,EVALUATED,0.25–0.49 baixa prioridade,doi:10.1109/sose67019.2025.00027
IEEE,IEEE_S1_301-400.bib,11127221,article,"A Survey of Attacks on Large Vision–Language Models: Resources, Advances, and Future Trends","With the significant development of large models in recent years, large vision–language models (LVLMs) have demonstrated remarkable capabilities across a wide range of multimodal understanding and reasoning tasks. Compared with traditional large language models (LLMs), LVLMs present great potential and challenges due to their closer proximity to the multiresource real-world applications and the complexity of multimodal processing. However, the vulnerability of LVLMs is relatively underexplored, posing potential security risks in the daily use of LVLM applications. In this article, we provide a comprehensive review of the various forms of existing LVLM attacks. Specifically, we first introduce the background of attacks targeting LVLMs, including the attack preliminary, attack challenges, and attack resources. Then, we systematically review the development of LVLM attack methods, such as adversarial attacks that manipulate model outputs, jailbreak attacks that exploit model vulnerabilities for unauthorized actions, prompt injection attacks that engineer the prompt type and pattern, and data poisoning that affects model training. Finally, we discuss promising future research directions in LVLM attacks. We believe that our survey provides insights into the current landscape of LVLM vulnerabilities, inspiring more researchers to explore and mitigate potential safety issues in LVLM developments.","Liu, Daizong and Yang, Mingyu and Qu, Xiaoye and Zhou, Pan and Cheng, Yu and Hu, Wei",2025,10.1109/tnnls.2025.3592935,,IEEE Transactions on Neural Networks and Learning Systems,,a survey of attacks on large vision language models resources advances and future trends,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11127221,"A Survey of Attacks on Large Vision–Language Models: Resources, Advances, and Future Trends",0.75,0.98,0.5,1.0,0.75,0.75,1.0,False,SURVEY,"['SURVEY', 'REVIEW', 'TAXONOMY']","['MULTIMODAL', 'GENERAL_LLM', 'CYBERSECURITY']",False,"Survey abrangente de ataques a modelos vision-language que inclui explicitamente jailbreak e prompt injection, além de outras classes adversariais. A síntese de métodos, recursos, desafios e direções futuras pode contribuir para taxonomias, mecanismos de ataque e identificação de lacunas.",0.75,0.0,True,EVALUATED,0.65–0.79 provável relevância,doi:10.1109/tnnls.2025.3592935
IEEE,IEEE_S1_301-400.bib,11126090,article,Fast and Controllable Bias-Guided Jailbreak Attack on Large Language Models,"large language models (LLMs), with their powerful natural language processing capabilities, can provide more advanced intelligent services for edge devices. However, deploying LLMs at the edge is vulnerable to jailbreak attacks, which can cause the model to generate unsafe content. Meanwhile, current jailbreak attack schemes are inefficient in generating highly stealthy jailbreak prompts. To address this, we propose a fast and controllable bias-guided jailbreak attack (FCB) scheme. First, to improve attack efficiency, we optimize the bias of the model’s output layer to guide the model in generating low-energy jailbreak prompts by directly adjusting the output layer’s logits, thereby accelerating the decoding process. Second, to enhance the stealthiness of the generated jailbreak prompts, we design token stop selection and bias normalization methods to constrain the perturbations during the iterative process, preventing the generation of jailbreak prompts without meaningful semantics. Finally, extensive experimental results demonstrate that FCB can generate highly stealthy jailbreak prompts within a short time. Specifically, compared to the current state-of-the-art controllable attack generation scheme, COLD Attack, FCB achieves up to a 8% improvement in attack success rate, reduces perplexity by up to 181.171, and shortens generation time by as much as 28 s.","Kang, Zi and Xia, Hui and Zhang, Rui and Song, Xiaoxue and Li, Le and Hu, Chunqiang",2025,10.1109/jiot.2025.3599199,,IEEE Internet of Things Journal,,fast and controllable bias guided jailbreak attack on large language models,ID_EXACT,1.0,,IEEE_S1_batch_341-360.jsonl,,11126090,Fast and Controllable Bias-Guided Jailbreak Attack on Large Language Models,0.93,0.99,1.0,1.0,0.5,1.0,1.0,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']",['GENERAL_LLM'],False,"Propõe diretamente um novo ataque de jailbreak orientado por bias, com mecanismos para aumentar eficiência e furtividade. Experimentos extensivos comparam a técnica ao estado da arte usando taxa de sucesso, perplexidade e tempo de geração.",0.92,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/jiot.2025.3599199
