study_key,sources,source_count,title,abstract,authors,year,doi,url,venue,screening_status,n_evaluations,relevance_score,score_range_if_repeated,confidence,hard_exclude,study_type,contribution_types,contexts,reason,priority_band
doi:10.1109/icsft66733.2026.11508065,['IEEE'],1,PRISM: Prompt Red-teaming and Injection Simulation for Models – A Scalable Framework for Evaluating LLM Robustness Against Malicious Prompts,"The rapid growth in the adoption of Large Language Models has brought with it some significant security vulnerabilities-one of which is prompt injection attacks. These attacks manipulate the behavior of LLMs using malicious user input, leading to the compromise of system integrity and the production of unintended or harmful output. Traditional detection approaches often cannot keep pace with the complexity and diversity of such attacks. We address this gap by presenting PRISM-Prompt Red-teaming and Injection Simulation for Models-a scalable framework designed to comprehensively assess the robustness of LLMs against adversarial prompts in a systematic manner. PRISM leverages a distributed computing architecture, utilizing Hadoop MapReduce and Ollama, to automatically assess LLM responses against a wide range of prompt variations, along with temperature configurations. It computes similarity-based measures from the large corpus of known prompt injection attempts that PRISM will process to describe model performance and identify successful attack vectors. The proposed work outlines the architecture of PRISM, reports on some initial exploratory data analysis of the HackAPrompt dataset, and demonstrates the ability of the framework to provide a complete, scalable, and automated solution for both LLM security auditing and red-teaming.","P, Nishith and Panda, Niharika",2026,10.1109/icsft66733.2026.11508065,,2026 International Conference on Smart Futuristic Technology,EVALUATED,1,0.86,0.0,0.95,False,RED_TEAMING,"['BENCHMARK', 'EVALUATION', 'FRAMEWORK', 'RED_TEAMING']","['CYBERSECURITY', 'GENERAL_LLM']","Prompt injection e red teaming são centrais, com framework escalável para simular variações de prompts maliciosos e medir robustez. O resumo menciona análise exploratória do HackAPrompt e automação de avaliação, embora pareça apresentar resultados ainda iniciais.",0.80–1.00 alta prioridade
doi:10.1109/icssit69151.2026.11656649,['IEEE'],1,A Privacy Preserving Federated XLM-RoBERTa Framework for Multilingual Prompt Injection Defense in Educational AI Platforms,"AI-powered education systems have revolutionized personalized learning, multilingual assistance, and intelligent support in education. Such systems are still susceptible to prompt injection attacks, in which the adversary can submit prompts to the system that cause it to provide unexpected answers, reveal hidden code, or execute unsafe code. In multilingual settings, this risk is magnified even more by code-mixed or cross-lingual prompts, which can be targeted by malicious actors to evade existing countermeasures. In this paper, we introduce a Federated Multilingual Prompt Injection Defense Framework for educational AI systems based on XLM-RoBERTa. The framework uses federated learning to collaboratively train detection models using distributed institutional data that contains no sensitive student or academic information, thus maintaining privacy. XLM-RoBERTa is used because of its high multi-lingual text comprehension and categorization abilities, enabling it to identify malicious prompts across a variety of languages. The proposed system includes real-time screening, anomaly detection, and response filtering to provide a more secure and reliable learning environment in the presence of AI. Both IID and non-IID federated settings are tested with multilingual prompt datasets. The results show that the model achieves good detection performance, good privacy protection and robustness against new prompt injection techniques. By adopting the proposed approach, the security and scalability of next-generation educational AI systems can be ensured.","M, Keerthana and Y, Monesha and P, Suraj K and Melvin Mahendran, Dennis and Reema, A. Roseline",2026,10.1109/icssit69151.2026.11656649,,2026 7th International Conference on Smart Systems and Inventive Technology (ICSSIT),EVALUATED,1,0.86,0.0,0.95,False,DETECTION,"['DEFENSE', 'DETECTION', 'EVALUATION', 'PREVENTION']","['GENERAL_LLM', 'OTHER']","Prompt injection é o problema central e o trabalho propõe detecção multilíngue federada com XLM-RoBERTa, triagem em tempo real e filtragem de respostas. Há testes em cenários IID e não-IID, mas o resumo apresenta os resultados de forma genérica e sem métricas detalhadas.",0.80–1.00 alta prioridade
doi:10.1109/imns67862.2026.11655283,['IEEE'],1,Evaluating Prompt Injection Risk and Guardrails in LLM-Enabled Home IoT Assistants,"Smart home virtual assistants are increasingly powered by large language models to enable information retrieval and home device actuation. As a result, intelligent home environments are becoming more exposed to untrusted inputs, increasing their susceptibility to prompt injection, role confusion, and indirect prompt injection through retrieved context. In this paper, we propose a layered architecture that separates LLM-driven intent interpretation from the authorization and safety enforcement mechanisms governing the managed environment. The architecture is developed and evaluated using an incremental hardening approach, in which a naive baseline system is progressively enhanced with authentication and role tagging, pre-LLM policy enforcement, context sanitization and prompt rewriting, and post-LLM action gating mechanisms. Early findings of a small scenario setting indicate that progressive layered enforcement largely diminishes potential risks whereas post-LLM gating inhibits more complex prompt-based threats even when the language model itself produces unsafe commands. The results are preliminary and are limited to four attack scenarios and one local LLM backend but the model can be generalized to more extensive policies of smart-homes and more complex jailbreak and multimodal attack cases.","Zaman, Shazid Bin and Gyawali, Sohan and Popoviciu, Ciprian and Jiang, Yili and Huang, Jiaqi",2026,10.1109/imns67862.2026.11655283,,"2026 International Conference on Intelligent Multimedia, Networking, and Security (IMNS)",EVALUATED,1,0.86,0.0,0.95,False,PRIMARY_DEFENSE,"['DEFENSE', 'EVALUATION', 'MITIGATION']","['AGENT', 'CYBERSECURITY', 'EXTERNAL_CONTENT', 'RAG', 'UNTRUSTED_INPUT']","O artigo avalia prompt injection direto e indireto em assistentes IoT e propõe guardrails em camadas, incluindo sanitização de contexto e gating de ações. A evidência é diretamente relevante, mas preliminar, limitada a quatro cenários de ataque e um único backend LLM.",0.80–1.00 alta prioridade
doi:10.1007/978-3-032-01823-6_2,['Springer'],1,JailFact-Bench: A Comprehensive Analysis of Jailbreak Attacks vs. Hallucinations in&#xa0;LLMs,"Large Language Models (LLMs) have revolutionized natural language processing, powering applications from virtual assistants to content generation. Despite their impressive capabilities, these models remain susceptible to jailbreak attacks through adversarial prompts. While previous research has primarily focused on the security implications of jailbreak prompts, the factual accuracy and real-world applicability of these outputs remain underexplored. This paper introduces and utilizes the JailFact-Bench dataset to investigate the factual precision and toxicity of responses generated by jailbreak prompts as compared to semantically similar, non-adversarial factuality prompts. Employing this rigorously curated dataset, we analyze the responses to five prompt-based manipulation attacks: low-resource, Base64 encoding, Caesar cipher, CipherChat, and ASCII art attack. Our comparative analysis reveals that although jailbreak prompts can circumvent safety filters, they frequently lead to outputs with substantial semantic drift and elevated risks of factual inaccuracies. These findings challenge the prevailing assumption that jailbreak outputs are primarily harmful due to their toxicity, underscoring the necessity for semantic and factual integrity in evaluating the impact of adversarial attacks on LLMs. The study emphasizes the need for robust alignment techniques that ensure the safety and reliability of LLM outputs, advocating for comprehensive mitigation strategies that address not only explicit toxicity but also factual and semantic consistency.",Sanjana NambiarChristina Pöpper,2026,10.1007/978-3-032-01823-6_2,https://link.springer.com/chapter/10.1007/978-3-032-01823-6_2,Applied Cryptography and Network Security Workshops,EVALUATED,1,0.86,0.0,0.96,False,BENCHMARK_EVALUATION,"['BENCHMARK', 'DATASET', 'EVALUATION']",['GENERAL_LLM'],"Introduz e utiliza o JailFact-Bench para avaliar factualidade, toxicidade e deriva semântica em respostas produzidas por cinco tipos de jailbreak. A contribuição é principalmente de benchmark e avaliação dos efeitos dos ataques, com evidência experimental detalhada.",0.80–1.00 alta prioridade
doi:10.1109/caibda70336.2026.11621239,['IEEE'],1,Mechanistic Perspectives on LLM Jailbreaks and Internal Defenses,"The rapid adoption of Large Language Models (LLMs) has made jailbreak defense a critical research problem. Existing defense strategies mainly rely on external prompt filtering and Reinforcement Learning from Human Feedback (RLHF) [1]. However, these methods often introduce inference latency and over-refusal of benign queries. This paper presents a survey of internal-mechanism-based jailbreak defenses from a mechanistic interpretability perspective. We analyze the underlying mechanisms of successful jailbreak attacks, including attention mechanism failures, attention slipping during autoregressive generation, and hidden-state drift away from safe latent regions. We further categorize inference-time internal intervention defenses, including attention correction and sparse activation regulation methods. Unlike prior surveys focusing on prompt engineering attacks and alignment tuning, this work emphasizes mechanistic relationships between jailbreak behaviors and internal intervention-based defenses. Finally, we discuss future challenges, including adaptive attacks, scalability of inference-time interventions, and cross-modal jailbreak robustness.","Huang, Yuhui and Wang, Yansong and Zhang, Yanan",2026,10.1109/caibda70336.2026.11621239,,"2026 6th International Conference on Artificial Intelligence, Big Data and Algorithms (CAIBDA)",EVALUATED,1,0.86,0.0,0.96,False,SURVEY,"['DEFENSE', 'SURVEY', 'TAXONOMY']",['GENERAL_LLM'],"Jailbreak é o foco central da síntese, que discute mecanismos internos de ataque e categoriza defesas de intervenção em tempo de inferência. O resumo apresenta uma organização técnica estruturada e desafios futuros, embora não indique metodologia de revisão sistemática.",0.80–1.00 alta prioridade
doi:10.1109/i3ctcon68242.2026.11507202,['IEEE'],1,Two-Layer Input Filtering Framework for Large Language Model Security,"GPT-4 and Mistral (Large Language Model) have strong language performance, but they are still susceptible to being hacked because of prompt injections, jailbreaking, or inappropriately using a playacting role in order to gain access to the LLM's built-in protections. Existing defenses are mainly closed, hard to test, and lack flexibility for being modified by any given deployment configuration. This paper presents a framework based on a modular system of two components: the pre-filtering of input, and the filtering of harmful patterns through the first module using regular expressions and the second by using heuristics to evaluate semantic or intonation meaning to discover other forms of threat. The framework supports deployment with mock models, Hugging Face transformers, and OpenAI APIs. Experiments with curated datasets show over 80% of malicious prompts are blocked, while false positives stay under 10%. The average filter-only latency remains low, between 15 and 20 milliseconds. This system offers a transparent, low-overhead baseline for secure LLM use and lays the groundwork for future research on adaptable, interpretable defenses.","Ganu, Deepa and Gantayat, Sasanko Sekhar and Mishra, Brojo Kishore and Ganu, Abhishek and Atmakuri, Aparna Rajesh and Reddy, Tharun",2026,10.1109/i3ctcon68242.2026.11507202,,2026 IEEE International Conference for Convergence in Computing Technology (I3CTCON),EVALUATED,1,0.86,0.0,0.96,False,PRIMARY_DEFENSE,"['DEFENSE', 'DETECTION', 'EVALUATION', 'FRAMEWORK', 'PREVENTION']",['GENERAL_LLM'],"Propõe defesa de entrada contra prompt injection e jailbreak por filtragem regex e heurística semântica. Há experimentos com datasets curados, taxa de bloqueio, falsos positivos e latência, fornecendo evidência prática sobre mitigação.",0.80–1.00 alta prioridade
doi:10.1109/icndsa68777.2026.11652076,['IEEE'],1,Intelligent prompt injection attack detection using transformer and multi-layer perceptron architectures,"Large language models have been increasingly popular in many jobs in recent years, which has led to both new security challenges and opportunities. The main security concerns we can observe these days is prompt injection, which uses carefully constructed inputs to change the behavior of the model and may lead to violation of people privacy, misuse of data, or unstable systems. This study shows how to classify and identify different type of prompt injection attack types, this include act_as, safe prompts, and jailbreaking. In this research two models were used to detect the type of prompt that are transformers and Multi-layer perceptron (MLP).The hyperparameters were used to get maximum accuracy. The model’s performance was evaluated to see if it could effectively recognize various prompt types. The accuracy of both the models in the multi-classification challenge for identifying various prompt types was 99.0% and 99.3%. The outcomes unequivocally demonstrate the model’s performance in identifying various prompt types.","Bhavya and Ghazi, Mohd. Rehan and Nagpal, Rahul and Mandal, Shruti and Topwal, Shruti and Singh, Akhand Pratap",2026,10.1109/icndsa68777.2026.11652076,,2026 International Conference on NextGen Data Science and Analytics (ICNDSA),EVALUATED,1,0.86,0.0,0.96,False,DETECTION,"['DETECTION', 'EVALUATION']",['GENERAL_LLM'],"O estudo é diretamente voltado à classificação de prompt injection e jailbreak, comparando arquiteturas transformer e MLP. Reporta acurácias de 99,0% e 99,3%, mas o resumo fornece poucos detalhes sobre dataset, baselines e protocolo experimental.",0.80–1.00 alta prioridade
doi:10.1109/bigdata62323.2024.10825103,['IEEE'],1,SoK: Prompt Hacking of Large Language Models,"The safety and robustness of large language models (LLMs) based applications remain critical challenges in artificial intelligence. Among the key threats to these applications are prompt hacking attacks, which can significantly undermine the security and reliability of LLM-based systems. In this work, we offer a comprehensive and systematic overview of three distinct types of prompt hacking: jailbreaking, leaking, and injection, addressing the nuances that differentiate them despite their overlapping characteristics. To enhance the evaluation of LLM-based applications, we propose a novel framework that categorizes LLM responses into five distinct classes, moving beyond the traditional binary classification. This approach provides more granular insights into the AI’s behavior, improving diagnostic precision and enabling more targeted enhancements to the system’s safety and robustness.","Rababah, Baha and Wu, Shang Tommy and Kwiatkowski, Matthew and Leung, Carson K. and Akcora, Cuneyt Gurcan",2024,10.1109/bigdata62323.2024.10825103,,2024 IEEE International Conference on Big Data (BigData),EVALUATED,1,0.86,0.0,0.97,False,TAXONOMY,"['FRAMEWORK', 'SURVEY', 'TAXONOMY']",['GENERAL_LLM'],"Apresenta uma visão sistematizada de prompt hacking, distinguindo jailbreak, leaking e injection, além de propor uma classificação mais granular das respostas dos LLMs. A contribuição é diretamente útil para terminologia, categorização de ataques e estruturação da avaliação de segurança.",0.80–1.00 alta prioridade
doi:10.1109/bigdata62323.2024.10825802,['IEEE'],1,Are Existing Large Language Models Robust Against Jailbreak Attacks?,"The safety and robustness of Large Language Models (LLMs) are major challenges in developing generative AI applications. One key issue is the vulnerability to prompt jailbreak attacks, which pose a significant threat to building secure and resilient LLM-based applications. In this work, we present a framework for understanding and evaluating the behaviors of popular LLMs by categorizing their responses into five distinct exposure levels. Additionally, we introduce a novel language attack that circumvents LLMs’ defenses by translating jailbreak prompts into languages such as Arabic, Chinese, and Greek. Despite ongoing efforts to enhance LLMs’ safety, we find that nearly all popular LLMs can be jailbroken. Our findings offer detailed insights into LLMs’ behavior, improve diagnostic capabilities, and support targeted safety improvements.","Rababah, Baha and Wu, Shang Tommy and Kwiatkowski, Matthew and Leung, Carson K. and Akcora, Cuneyt Gurcan",2024,10.1109/bigdata62323.2024.10825802,,2024 IEEE International Conference on Big Data (BigData),EVALUATED,1,0.86,0.0,0.97,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION', 'FRAMEWORK']",['GENERAL_LLM'],"Jailbreak é o fenômeno central, com uma nova estratégia multilíngue de ataque e um framework de cinco níveis para classificar respostas de LLMs. O estudo avalia modelos populares e fornece evidências diretamente relacionadas à robustez e aos mecanismos de evasão de salvaguardas.",0.80–1.00 alta prioridade
doi:10.1109/icaic67076.2026.11395889,['IEEE'],1,Prompting for LLM Security and RAG: A Survey from Zero-Shot to Automatic Prompt Optimization (APO) and Prompt-Injection Defenses,"Large Language Models (LLMs) are increasingly embedded in security-sensitive workflows such as incident triage, code review, threat hunting, and retrieval-augmented assistants. In these settings, prompting is not only a performance tool but also a security control surface: LLMs may consume untrusted content (tickets, logs, web pages, retrieved documents) that can adversarially manipulate outputs via prompt injection. This paper presents a structured, practitioner-oriented survey that unifies (i) core prompting methods (zero-shot, few-shot), (ii) reasoning-structured prompting (chains/trees/graphs of thought), (iii) robustness methods (self-consistency), (iv) efficiency workflows (skeleton-of-thought), and (v) automatic prompt optimization (APO) and learned prompting (directional stimulus prompting). We additionally synthesize cybersecurity-specific research on prompt injection, indirect prompt injection benchmarks, retrieval-augmented generation (RAG) poisoning, coordinated Prompt–RAG attacks, and interface-level defenses (structured queries). We provide a taxonomy, summary tables, and a decision guide for selecting prompting strategies under accuracy– cost–security constraints.","Ruparel, Ritesh and Jatavallabha, Aravinda and Maringanti, Srinivasa",2026,10.1109/icaic67076.2026.11395889,,2026 IEEE 5th International Conference on AI in Cybersecurity (ICAIC),EVALUATED,1,0.86,0.0,0.97,False,SURVEY,"['DEFENSE', 'MITIGATION', 'REVIEW', 'SURVEY', 'TAXONOMY']","['CYBERSECURITY', 'EXTERNAL_CONTENT', 'GENERAL_LLM', 'RAG', 'UNTRUSTED_INPUT', 'WEB']","O survey cobre prompting de forma ampla, mas dedica parte substancial à segurança, incluindo prompt injection indireta, RAG poisoning, ataques Prompt–RAG e defesas de interface. O foco em conteúdo externo não confiável e RAG é especialmente alinhado aos contextos prioritários da revisão.",0.80–1.00 alta prioridade
doi:10.1109/iccbdai66607.2025.11387914,['IEEE'],1,A Systematic Survey of Jailbreak Attacks Against Large Language Models,"As large language models (LLMs) are now widely deployed in natural language understanding, program synthesis and interactive dialogue systems, the security risks they introduce have attracted growing attention. A central concern is jailbreak attacks, which deliberately bypass safety alignment mechanisms and can coerce models into producing harmful or policy breaching content, thereby threatening both system reliability and user safety. This work presents a comprehensive survey of jailbreak attacks against LLMs and multimodal large language models (MLLMs). We organize existing techniques according to the adversary’s access level into white-box and black-box settings. In the white-box case, attackers exploit gradient signals or detailed model information to construct adversarial prompts, whereas black-box attacks rely solely on query interactions or carefully crafted contextual cues to elicit unsafe behavior. With the emergence of MLLMs, research has expanded from text based environments to multimodal scenarios such as vision language applications. This paper reviews representative methods and their development over time, examines the mechanisms that enable jailbreaks and highlights key challenges in maintaining alignment and ensuring the security of multimodal systems.","Gu, Yixiang and Chang, Qi and You, Junshuang and Li, Lulu and Chen, XingChi and Chen, Yanli",2025,10.1109/iccbdai66607.2025.11387914,,"2025 IEEE 6th International Conference on Computer, Big Data, Artificial Intelligence (ICCBD+AI)",EVALUATED,1,0.86,0.0,0.97,False,SURVEY,"['SURVEY', 'TAXONOMY']","['GENERAL_LLM', 'MULTIMODAL']","O jailbreak é o foco central, e o estudo organiza ataques white-box e black-box, mecanismos e extensões multimodais. O resumo indica uma síntese ampla e estruturada, embora não descreva metodologia sistemática detalhada nem um contexto específico de NER ou extração de informações.",0.80–1.00 alta prioridade
doi:10.1109/icufn69619.2026.11628778,['IEEE'],1,Multi-dimensional Vulnerability Analysis of LM Safety Guards via Role-Goal-Format Decomposition,"Current safety guard models for Large Language Models (LLMs) often fail to block complex Jailbreaking attacks because they focus on the structure of a prompt rather than its true intent. To evaluate this problem, we introduce the Role-Goal-Format (RGF) framework, which analyzes how the combination of a user’s persona, their objective, and the text format can bypass safety filters. We compared two small safety guard models: Prompt Guard 2 and Llama Guard 3. The results show that even with the same overall accuracy, they have completely opposite weaknesses. Prompt Guard 2 is easily bypassed by unusual text formats. On the other hand, Llama Guard 3 lacks semantic understanding, missing 76.7% of virus-related attacks. Furthermore, both models exhibit a common vulnerability to contextual breaking; they fail to activate safety alignment when harmful objectives are framed within authoritative and benign personas, such as Teacher, Engineer, and Investigator. These findings highlight that small safety guard models have clear limitations and require multi-layered defenses that understand both text structure and actual intent.","Kim, Jin-Seong and Lee, Han-Ju and Jeong, Hyeon-Jin and Choi, Seok-Hwan",2026,10.1109/icufn69619.2026.11628778,,2026 Seventeenth International Conference on Ubiquitous and Future Networks (ICUFN),EVALUATED,1,0.86,0.0,0.97,False,BENCHMARK_EVALUATION,"['ATTACK', 'EVALUATION', 'FRAMEWORK']",['GENERAL_LLM'],"O estudo investiga diretamente jailbreaks e como combinações de papel, objetivo e formato contornam modelos de guarda. Compara dois guard models e apresenta vulnerabilidades quantitativas e mecanismos de bypass, embora em escopo experimental relativamente compacto.",0.80–1.00 alta prioridade
doi:10.1109/smartcloud66068.2025.00009,['IEEE'],1,Privacy-Preserving Prompt Injection Detection for Smart Cloud-Deployed Large Language Models,"Large Language Models (LLMs) have recently gained popularity for tasks like text generation and automated reasoning, often hosted on cloud servers to handle large-scale user interactions. Yet this setup faces a critical challenge, prompt injection attacks, where adversaries craft malicious text to bypass an LLM’s safety constraints and policy filters. Attackers constantly evolve new injection tactics, rendering static defenses ineffective. While service providers may wish to store user inputs for security audits, this practice poses serious privacy and data-protection risks. User prompts can contain personal or confidential information subject to strict regulatory requirements. To address these conflicting demands of security monitoring and user privacy, we propose a privacy-preserving prompt injection detection scheme via hash and embedding-based auditing for smart cloud-deployed LLMs. Our approach segments each user prompt into smaller chunks and stores only non-invertible representations of them—cryptographic hashes for exact matches and vector embeddings for near-match detection. This enables robust identification of both verbatim and paraphrased threats without retaining any plaintext data. Furthermore, newly discovered injection patterns can trigger retrospective audits on previously stored chunks, greatly enhancing attack traceability. We also introduce an optional blockchain-based logging mechanism for tamper-proof event records. Empirical results show that our method achieves high detection accuracy against diverse injection techniques while safeguarding sensitive user information.","Hao, Guozhi and Wu, Jun",2025,10.1109/smartcloud66068.2025.00009,,2025 IEEE 10th International Conference on Smart Cloud (SmartCloud),EVALUATED,1,0.86,0.0,0.97,False,DETECTION,"['DEFENSE', 'DETECTION', 'EVALUATION', 'FRAMEWORK']","['CYBERSECURITY', 'GENERAL_LLM', 'UNTRUSTED_INPUT']","O foco é a detecção de prompt injection preservando a privacidade de entradas, por hashes e embeddings capazes de reconhecer ameaças exatas e parafraseadas. O resumo relata avaliação contra técnicas diversas e capacidade de auditoria retrospectiva, embora forneça poucos detalhes quantitativos dos experimentos.",0.80–1.00 alta prioridade
doi:10.1109/snams67467.2025.11390931,['IEEE'],1,An Experimental Evaluation of Prompt Injection Attacks on LLM-Based Content Moderation Systems,"Large Language Models (LLMs) are increasingly deployed to automate content moderation on social platforms, offering efficiency and scalability far beyond human capabilities. However, they are highly vulnerable to prompt injection—maliciously crafted inputs designed to manipulate model behavior and bypass intended safeguards. In this paper, we experimentally evaluate the robustness of three widely used LLMs—OpenAI, Gemini, and Mistral—against direct prompt injection attacks in a controlled moderation setting. Under identical system prompts and attack conditions, the three models displayed different levels of robustness. Initial results showed varying performance impacts, with some models experiencing more noticeable degradation than others. Moreover, a refined injection using a differently concatenated user prompt was able to further reduce the effectiveness of the moderator when considering the model that initially achieved the best performance, suggesting that subtle variations in attack design can significantly influence outcomes. These findings highlight significant differences in model robustness and underscore the importance of rigorous evaluation and informed model selection for highstakes content moderation applications, where failures can have real-world consequences.","Tortora, Fabio and De Angelis, Vincenzo",2025,10.1109/snams67467.2025.11390931,,"2025 12th International Conference on Social Networks Analysis, Management and Security (SNAMS)",EVALUATED,1,0.86,0.0,0.97,False,BENCHMARK_EVALUATION,"['ATTACK', 'EVALUATION']","['GENERAL_LLM', 'OTHER']","Direct prompt injection attacks are the central subject, with controlled experiments across three LLMs in a content-moderation application. The study examines robustness differences and the effect of attack variations, although the abstract gives limited quantitative detail.",0.80–1.00 alta prioridade
doi:10.1109/spw67851.2025.00015,['IEEE'],1,Enhancing Jailbreak Resistance in Large Language Models Using Model Merge,"In recent years, large language models (LLMs) have demonstrated their utility across a wide range of fields. At the same time, however, concerns have been raised regarding security risks and potential vulnerabilities. Although fine-tuning (FT) has been widely adopted as a conventional counter-measure, the computational costs involved in retraining present a significant burden in practical settings. To address this challenge, the present study proposes leveraging model merge as a low-cost strategy for enhancing the security robustness of LLMs. Model merge is a technique that integrates the capabilities of multiple models to reinforce specific attributes. Here, we create models that have been FT to improve security, and we then combine them in an appropriate manner to efficiently construct LLMs with strengthened safeguards—a process analogous to applying security patches. Our method aims to reduce computational overhead while simultaneously increasing robustness, in comparison with traditional FT-based security measures. Through experiments, we validate the effectiveness of our proposed approach. The results indicate that employing model merge significantly enhances resistance to jailbreak attacks in large-scale language models, with minimal degradation in overall performance. We consider these findings to suggest new possibilities for improving security through model merge.","Hiromi, Saki and Kinoshita, Hiroki and Yamada, Masanori and Miura, Takayuki",2025,10.1109/spw67851.2025.00015,,2025 IEEE Security and Privacy Workshops (SPW),EVALUATED,1,0.86,0.0,0.97,False,PRIMARY_DEFENSE,"['DEFENSE', 'EVALUATION', 'MITIGATION', 'PREVENTION']",['GENERAL_LLM'],"O artigo propõe model merge como estratégia de baixo custo para aumentar a resistência de LLMs a jailbreaks. O resumo relata experimentos demonstrando maior resistência com pouca degradação de desempenho, embora não forneça métricas detalhadas.",0.80–1.00 alta prioridade
doi:10.1109/access.2025.3594287,['IEEE'],1,Quantization-Based Jailbreaking Vulnerability Analysis: A Study on Performance and Safety of the Llama3-8B-Instruct Model,"This study systematically investigates how quantization, a key technique for the efficient deployment of large language models (LLMs), affects model safety. We specifically focus on jailbreaking vulnerabilities that emerge when models are subjected to quantization, particularly in multilingual and tense-shifted scenarios. Using Llama3-8B-Instruct as a representative model, we evaluate 23 quantization levels across two languages and three tenses. Our experimental results reveal a critical trade-off: lower-bit quantization degrades the model’s core reasoning abilities, which directly correlates with a higher Attack Success Rate (ASR). Within this context, for the model tested, 4-bit quantization appears as a practical “sweet spot,” maintaining near-baseline performance while significantly reducing computational costs. However, even at this level, substantial vulnerabilities persist—Korean prompts exhibit attack success rates 25.5 percentage points higher than English, and past-tense transformations increase vulnerability by 39.3 percentage points. These findings highlight that safety mechanisms are often compromised by quantization-induced performance degradation and are biased toward English, present-tense prompts. Although this study has clear limitations, it provides the first quantitative analysis of these combined vulnerabilities, underscoring the need for more comprehensive safety evaluations in quantized LLM deployment.","Lee, Jaesik",2025,10.1109/access.2025.3594287,,IEEE Access,EVALUATED,1,0.86,0.0,0.98,False,BENCHMARK_EVALUATION,['EVALUATION'],['GENERAL_LLM'],"Jailbreak é o fenômeno central, com análise quantitativa de como quantização, idioma e tempo verbal afetam a taxa de sucesso dos ataques. A avaliação de 23 níveis de quantização e o uso explícito de ASR tornam o estudo relevante para protocolos de avaliação de vulnerabilidade.",0.80–1.00 alta prioridade
doi:10.1007/s10439-026-04376-3,['Springer'],1,Prompt Injection in Clinical Artificial Intelligence Systems: The Emerging Security Challenge of Large Language Models and Agentic AI,"Clinical discussion of artificial intelligence safety has concentrated on accuracy, bias, and hallucination, each of which describes a model failing at its assigned task. Prompt injection describes the opposite condition: a model performing exactly as instructed, by an instruction the clinician neither wrote nor can see. The vulnerability arises from a fundamental property of current language-model architectures, which receive an undifferentiated stream of tokens and possess no mechanism for distinguishing content that carries authority from content that does not. Medicine is particularly exposed, because the clinical record is assembled from material originating outside the institution, including referral correspondence, patient-entered messages, external reports, scanned documents, and imaging acquired elsewhere. We argue that prompt injection warrants classification as a patient safety hazard with an articulated threat model rather than as a technical curiosity, that improved prompting and input filtering do not address it, and that the workable response lies in provenance-aware context handling, restricted privileges for irreversible actions, and adversarial testing before deployment.",Ethan WaisbergJoseph W. Guarnieri,2026,10.1007/s10439-026-04376-3,https://link.springer.com/article/10.1007/s10439-026-04376-3,Annals of Biomedical Engineering,EVALUATED,1,0.85,0.0,0.93,False,APPLICATION_SECURITY,"['MITIGATION', 'PREVENTION']","['AGENT', 'DOCUMENT_PROCESSING', 'EXTERNAL_CONTENT', 'GENERAL_LLM', 'UNTRUSTED_INPUT']","O artigo trata prompt injection como risco central em sistemas clínicos que processam registros, mensagens, relatórios e documentos externos. Apresenta mecanismo de ameaça e recomendações de mitigação, mas o resumo é predominantemente conceitual e não descreve avaliação experimental.",0.80–1.00 alta prioridade
doi:10.1109/aiei69164.2026.11497133,['IEEE'],1,PromptFence: A Semantic Guardrail for Healthcare AI to Defend Against Prompt Injection Attacks,"The use of large language models (LLMs) is increasingly growing in healthcare to perform valuable tasks, including summarizing clinical notes, extracting vital signs, and translating medical language. However, there is a serious patient safety and confidentiality risk associated with a user engaging in a prompt injection-a malicious instruction hidden in the input. In light of this challenge, we are introducing the concept of PromptFence, which is a semantic guardrail that captures and analyzes prompts before entering the core LLM. Using BERT-base embeddings and contrastive loss-based intent similarity, PromptFence checks inputs for alignment with an approved set of healthcare tasks and flags or sanitizes instructions that do not align with the safe intent of the task, or worse, are malicious.","Deepak, Samira and Shukla, Viha and Shetty, Ronit and Kolhe, Abhay and Tiwari, Manisha",2026,10.1109/aiei69164.2026.11497133,,2026 IEEE International Conference on AI Engineering and Innovations (AIEI),EVALUATED,1,0.85,0.0,0.94,False,PRIMARY_DEFENSE,"['DEFENSE', 'DETECTION', 'MITIGATION', 'PREVENTION']","['DOCUMENT_PROCESSING', 'INFORMATION_EXTRACTION', 'UNTRUSTED_INPUT']","PromptFence é uma defesa específica contra prompt injection em aplicações de saúde que incluem extração de sinais vitais e processamento de notas clínicas. O resumo detalha o mecanismo de detecção e sanitização, mas não apresenta resultados experimentais ou benchmark.",0.80–1.00 alta prioridade
