study_key,sources,source_count,title,abstract,authors,year,doi,url,venue,screening_status,n_evaluations,relevance_score,score_range_if_repeated,confidence,hard_exclude,study_type,contribution_types,contexts,reason,priority_band
doi:10.1109/icecte69292.2026.11429310,['IEEE'],1,Comparative Analysis of LLMs Against Jailbreak Prompts,"The rise of open-source Large Language Models (LLMs) has made it more important than ever to protect them from jailbreak attacks. These attacks trick models into giving harmful or unsafe responses. In this paper, we test how well three popular models, Mistral-7B-Instruct-v2, Llama-3.1-8B-Instruct, and Qwen-2.5-7B-Instruct can handle such attacks (PAIR, DAN, DSN, GPTFuzzer) using prompts from JailbreakBench and other datasets. At First, the models were easily jailbroken, with success rates of up to 67.24%. We then applied two defenses: SmoothLLM (an ensemble-based perturbation method) and PerplexityFilter (a statistical anomaly detection method). These defenses worked well for some models, for example, Llama dropped to 27.42% ASR but didn’t always help, especially with Mistral-7B-Instruct-v2 and the GPTFuzzer. This shows that current defenses don’t work equally for all models.","Sarker, Rwittik and Omi, Anika Tabassum and Rafat, Nabil Walid and Rahman, Zabid and Auvi, Ferdous Ahmed and Chakrabarty, Amitabha and Fahim-Ul-Islam, Md. and Reza, Md. Tanzim",2026,10.1109/icecte69292.2026.11429310,,"2026 5th International Conference on Electrical, Computer & Telecommunication Engineering (ICECTE)",EVALUATED,1,0.93,0.0,0.99,False,BENCHMARK_EVALUATION,"['BENCHMARK', 'EVALUATION']",['GENERAL_LLM'],"Avalia diretamente vários LLMs contra múltiplas técnicas de jailbreak e aplica duas defesas conhecidas, utilizando datasets e ASR. A comparação entre ataques, modelos e defesas é diretamente útil às questões de avaliação de robustez.",0.80–1.00 alta prioridade
doi:10.1109/icici68867.2026.11564888,['IEEE'],1,Privacy-Preserving Federated Transformer Framework for Detecting Adversarial Prompts in Healthcare Chatbots,"Prompt injection attacks is an important security problem in healthcare-specific large language model systems(LLMs). The injected prompt can be used to control the behavior of the model or to leak sensitive data. This vulnerability increases with centralized training pipelines that collect patient prompts on a single server, which leads to data leakage and model poisoning. In this work, we examine Federated Learning (FL) as a privacy-preserving and decentralized prompt injection detection defense for medical chatbots. Using the SPML Healthcare Chatbot Prompt Injection Dataset, we fine-tune a RoBERTa-base classifier in conditions of centralized, IID (Independent and Identically Distributed), federated and Non-IID (Non-Independent and Non-Identically Distributed) federated learning. The experimental results show that the federated model has comparable performance with centralized training, with accuracy of 0.957 and F1-score of 0.964 under IID conditions. The realistic case scenario of Non-IID client distribution was evaluated across 3 different client configurations, the model is able to maintain stable performance with an average performance accuracy of 0.956, precision of 0.942, recall of 0.987, F1-Score of 0.964 and AUC of 0.994. Moreover, the federated setup shows consistent convergence between the communication rounds despite the data heterogeneity. These results suggest that transformer-based federated learning provides an effective and privacy-preserving solution for detecting prompt injection attacks in distributed healthcare conversational AI systems. This work contributes to Sustainable Development Goal (SDG) 3: Good Health and Wellbeing, SDG 9: Industry, Innovation and Infrastructure, and SDG 16: Peace, Justice and Strong Institutions by enhancing the security and privacy of AI-driven healthcare technologies.","Mathew, Alphin Kayalathu and Rajeev, Devi and Ravi, Akshara",2026,10.1109/icici68867.2026.11564888,,2026 International Conference on Innovations in Computational Intelligence (ICICI),EVALUATED,1,0.93,0.0,0.99,False,DETECTION,"['DEFENSE', 'DETECTION', 'EVALUATION', 'FRAMEWORK']","['CHATBOT', 'CYBERSECURITY', 'GENERAL_LLM']","Prompt-injection detection is the explicit focus, using federated learning to train a privacy-preserving classifier for healthcare chatbots. The abstract reports a named dataset, multiple training settings, and detailed accuracy, precision, recall, F1, and AUC results.",0.80–1.00 alta prioridade
doi:10.1109/icomet69771.2026.11591776,['IEEE'],1,A Hybrid Neural Semantic Framework for Prompt Injection Detection in LLMs,"Prompt injection attacks imply that they lead to a very severe risk to the dependability of Large Language Model (LLM) systems by allowing a user to control the behavior of the model using constructed inputs. This paper proposes a Hybrid-PI neural-semantic architecture to improve the detection of these attacks. Hybrid-PI with the DeepSet prompt-injection dataset uses a neural prompt encoder with a Semantic Consistency Oracle to jointly learn surface and higher-level semantic inconsistencies via a trade-off between the two. The experimental findings indicate that Hybrid-PI performs much better than the classical and transformer-based baselines, achieving 97.4% accuracy and 97.5% F1-score, with significantly reduced false positives. The robustness tests also indicate the ability to withstand paraphrase and obfuscation-based adversarial variations. The results suggest that Hybrid-PI is a viable and scalable approach to strengthening safety controls around LLMs against emerging threats such as prompt injection.","Siddiqui, Hania and Taj, Rizwan and Yasin, Qadeer and Shahid, Muhammad Sarfraz and Mehfooz, Saba and Bibi, Assma",2026,10.1109/icomet69771.2026.11591776,,"2026 5th International Conference on Computing, Mathematics and Engineering Technologies (iCoMET)",EVALUATED,1,0.93,0.0,0.99,False,DETECTION,"['DEFENSE', 'DETECTION', 'EVALUATION', 'FRAMEWORK']","['CYBERSECURITY', 'GENERAL_LLM']","Prompt injection é o foco central e o artigo propõe uma arquitetura neural-semântica específica para sua detecção. O resumo apresenta dataset, comparação com baselines, métricas de accuracy e F1 e testes de robustez contra paráfrase e obfuscação.",0.80–1.00 alta prioridade
doi:10.1109/icrcicn68210.2025.11364988,['IEEE'],1,"Adversial Prompt Injection in Large Language Models: Taxonomy, Exploits, and Mitigation Frameworks","Adversarial prompt injection attacks pose a critical security threat to Large Language Models (LLMs) by manipulating model instructions through malicious inputs. In this paper, we present a comprehensive analysis of prompt injection vulnerabilities in LLMs. We develop a taxonomy encompassing direct, indirect, and multi-stage (chained) prompt injection attacks, detailing various exploits from simple “ignore previous instructions” overrides to covert multi-turn schemes. Through case studies and experimental evidence from recent literature, we demonstrate that even state-of-the-art models (e.g. GPT-4) can be consistently coerced into producing disallowed content, leaking confidential data, or executing unintended actions. We evaluate real-world risks via documented incidents (such as system prompt leaks and compromised LLM-integrated applications) and quantitative benchmarks, finding adversarial success rates exceeding $80 \%$ in many scenarios. To address these threats, we propose a defense-in-depth mitigation framework. Our framework combines prompt sanitization (input filtering and normalization), context isolation (segregating user input from system instructions and external data), and model hardening (enhanced alignment tuning and adversarial training) to substantially reduce injection success. We also outline practical defensive strategies including role-based privilege restriction, output validation, and continuous red-teaming. Finally, we discuss the broader implications of prompt injection for AI safety, ethics, and policy, and highlight directions for future work in building robust, secure LLM systems.","Yadav, Hritesh and Singh, Varun and Sharma, Kshitij",2025,10.1109/icrcicn68210.2025.11364988,,2025 Seventh International Conference on Research in Computational Intelligence and Communication Networks (ICRCICN),EVALUATED,1,0.93,0.0,0.99,False,TAXONOMY,"['DEFENSE', 'EVALUATION', 'MITIGATION', 'PREVENTION', 'TAXONOMY']","['EXTERNAL_CONTENT', 'GENERAL_LLM', 'UNTRUSTED_INPUT']","Prompt injection é o tema central, com taxonomia de ataques diretos, indiretos e encadeados, análise de exploits e um framework de defesa em profundidade. O resumo também menciona incidentes documentados e benchmarks quantitativos, além de medidas como sanitização, isolamento de contexto e validação de saída.",0.80–1.00 alta prioridade
doi:10.1109/icsedi66420.2026.11568284,['IEEE'],1,Study the Effectiveness of Existing Detection Mechanisms Against Prompt Injection in LLMs,"Prompt injection attacks pose a significant security risk to large language models (LLMs) by allowing adversaries to manipulate model behavior through crafted inputs or external context. This paper presents a structured survey and comparative analysis of recent detection mechanisms for prompt injection attacks. Using a systematic review approach, relevant studies from 2023–2025 were identified, screened, and evaluated based on reported metrics, threat models, latency overhead, and deployment constraints. The survey categorizes detection approaches into syntactic, semantic, attention-based, and ensemble methods, highlighting their strengths, limitations, and practical trade-offs. Results show that recent semantic and ensemble detectors achieve high detection rates but often introduce additional latency, while attention-based methods offer deeper insight at the cost of requiring model internals. The paper concludes with best-practice recommendations and key research challenges for developing robust and scalable prompt injection detection strategies.","Qassim, Qais Saif and Mazumder, Dilwar",2026,10.1109/icsedi66420.2026.11568284,,2026 International Conference on Sustainable Engineering and Digital Innovation (ICSEDI),EVALUATED,1,0.93,0.0,0.99,False,REVIEW,"['DETECTION', 'EVALUATION', 'REVIEW', 'SURVEY', 'TAXONOMY']","['CYBERSECURITY', 'GENERAL_LLM']","The article is directly focused on prompt-injection detection and uses a systematic review approach to compare mechanisms by metrics, threat models, latency, and deployment constraints. Its categorization of detection approaches and synthesis of trade-offs directly support several review questions.",0.80–1.00 alta prioridade
doi:10.1109/iecon58223.2025.11221566,['IEEE'],1,SHIELD: Security against Harmful Prompt Injection Evaluation and Language Detection Leveraging Ensemble Approach,"Large Language Models (LLMs) are increasingly deployed in domains such as finance, healthcare, and cybersecurity, exposing them to adversarial threats, most notably prompt-injection attacks, which exploit the way LLMs interpret and respond to user instructions. In this paper, we: (1) propose Security against Harmful Prompt Injection Evaluation and Language Detection Leveraging Ensemble Approach (SHIELD), a hybrid detection pipeline that combines supervised learning, zero-shot inference, and rule-based heuristics; (2) construct two cybersecurity-themed prompt-injection datasets of differing complexity, derived from an extensive survey of recent research; and (3) systematically review prompt-injection attacks on LLMs indexed in the Scopus database. Experimental results show that ensemble approaches outperform individual models, especially on complex adversarial inputs, whereas purely rule-based methods suffer from high false-negative rates. Our findings supply an accurate benchmark dataset for future studies and underscore the need for multi-pronged detection frameworks.","Esugo, Martin and Alao, Oluwatobi and Mahmoud, Haitham",2025,10.1109/iecon58223.2025.11221566,,IECON 2025 – 51st Annual Conference of the IEEE Industrial Electronics Society,EVALUATED,1,0.93,0.0,0.99,False,DETECTION,"['BENCHMARK', 'DATASET', 'DETECTION', 'EVALUATION', 'REVIEW']","['CYBERSECURITY', 'GENERAL_LLM']","Prompt injection é o foco central do SHIELD, que combina aprendizado supervisionado, zero-shot e heurísticas para detecção. O estudo também constrói dois datasets, compara abordagens experimentalmente e inclui uma revisão sistemática de ataques de prompt injection.",0.80–1.00 alta prioridade
doi:10.1109/iicc69623.2026.11582014,['IEEE'],1,DUA: Automated Jailbreak via Dual-Use Ambiguity and Semantic-Operational Disentanglement,"While Large Language Models (LLMs) are safeguarded by strict alignment protocols, current defense mechanisms primarily focus on detecting malicious intent within the explicit text of a prompt. In this paper, we target the ""Context-Content Gap,"" a critical vulnerability where LLMs reject harmful instructions in isolation yet readily divulge identical operational procedures when embedded within benign, dual-use scenarios (e.g., emergency rescue). To systematically exploit this gap, we propose DUA(Dual-Use Attack), a Two-Stage Decoupled Framework that automates the jailbreak process. Unlike optimization-based baselines that necessitate computationally expensive iterative feedback, DUA operates via a non-iterative, deterministic workflow: (1) Intent Disguise coupled with Hybrid Strategy Filtering generates and selects the optimal benign scenario to bypass intent detection, and (2) Malicious Reconstruction decouples the harmful logic from the benign response to restore the prohibited intent. Extensive evaluations on six state-of-the-art LLMs—including GPT-4o, DeepSeek-V3, and Qwen3-80B— demonstrate that DUA achieves a state-of-the-art Attack Success Rate (ASR) of 95.0%. Crucially, DUA eliminates the need for multi-turn optimization, strictly limiting the attack overhead to a fixed budget of two queries.","Ma, Shuoyoucheng and Liu, Wei and Xie, Wei and Wen, Ling and Wang, Pengfei and Chen, Rongmao and Chen, Shuhui",2026,10.1109/iicc69623.2026.11582014,,2026 ICEENG International Conference for Innovations in Intelligent Computing and Cybersecurity (IICC),EVALUATED,1,0.93,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION', 'FRAMEWORK']",['GENERAL_LLM'],"Propõe um jailbreak automatizado que explora a lacuna entre contexto e conteúdo por meio de cenários dual-use e reconstrução maliciosa. Avalia seis LLMs e reporta ASR e custo de consultas, oferecendo evidência direta sobre mecanismo de exploração.",0.80–1.00 alta prioridade
doi:10.1109/iicc69623.2026.11582295,['IEEE'],1,ISDP: A Decoupled Iterative Pipeline for Balancing Defensive Robustness and User Usability in LLMs,"Large Language Models (LLMs) are increasingly vulnerable to sophisticated jailbreaking attacks. Conventional defense mechanisms, such as single-pass filtering and preset refusal, often fail to provide robust protection against nuanced adversarial prompts while also degrading user experience. Motivated by the concept of LLM self-defense and representation-level analysis, we propose the Iterative Safety Defense Pipeline (ISDP) to enhance both the robustness and usability of LLMs. ISDP employs a dual-model architecture decoupling content generation from security analysis. Unlike conventional single-pass filtering, ISDP introduces a conditional iterative refinement mechanism driven by intent recognition to effectively enhance detection accuracy. The guard model first distinguishes underlying malice from superficial adversarial noise; subsequently, a purification cycle is triggered only upon detecting harm or contamination to neutralize threats and strip noise for restored usability, while safe responses are passed directly to minimize latency. Experimental evaluation across three open-source LLMs (Llama2, Mistral, Qwen2.5) demonstrates that ISDP achieves an average true positive rate (TPR) of 95.5% for harmful prompts and reduces the false positive rate (FPR) to 5.5% for benign prompts. With an additional average latency of only 2.95s, ISDP offers an efficient, reliable, and user-friendly framework for secure LLM deployment.","Liu, Wei and Ma, Shuoyoucheng and Xie, Wei and Wen, Ling and Wang, Pengfei and Chen, Rongmao and Chen, Shuhui",2026,10.1109/iicc69623.2026.11582295,,2026 ICEENG International Conference for Innovations in Intelligent Computing and Cybersecurity (IICC),EVALUATED,1,0.93,0.0,0.99,False,PRIMARY_DEFENSE,"['DEFENSE', 'DETECTION', 'EVALUATION', 'FRAMEWORK', 'MITIGATION']",['GENERAL_LLM'],"Propõe um pipeline de defesa contra jailbreaking com reconhecimento de intenção, modelo guard e refinamento iterativo. A avaliação em três LLMs reporta TPR, FPR e latência, fornecendo evidência clara de eficácia e usabilidade.",0.80–1.00 alta prioridade
doi:10.1109/ijcnn64981.2025.11227336,['IEEE'],1,Adversarial Attack on Large Language Models using Exponentiated Gradient Descent,"As Large Language Models (LLMs) are widely used, understanding them systematically is key to improving their safety and realizing their full potential. Although many models are aligned using techniques such as reinforcement learning from human feedback (RLHF), they are still vulnerable to jailbreaking attacks. Some of the existing adversarial attack methods search for discrete tokens that may jailbreak a target model while others try to optimize the continuous space represented by the tokens of the model’s vocabulary. While techniques based on the discrete space may prove to be inefficient, optimization of continuous token embeddings requires projections to produce discrete tokens, which might render them ineffective. To fully utilize the constraints and the structures of the space, we develop an intrinsic optimization technique using exponentiated gradient descent with the Bregman projection method to ensure that the optimized one-hot encoding always stays within the probability simplex. We prove the convergence of the technique and implement an efficient algorithm that is effective in jailbreaking several widely used LLMs. We demonstrate the efficacy of the proposed technique using five open-source LLMs on four openly available datasets. The results show that the technique achieves a higher success rate with great efficiency compared to three other state-of-the-art jailbreaking techniques. The source code for our implementation is available at: https://github.com/sbamit/Exponentiated-Gradient-Descent-LLM-Attack","Biswas, Sajib and Nishino, Mao and Chacko, Samuel Jacob and Liu, Xiuwen",2025,10.1109/ijcnn64981.2025.11227336,,2025 International Joint Conference on Neural Networks (IJCNN),EVALUATED,1,0.93,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']",['GENERAL_LLM'],"O estudo propõe uma técnica de otimização para gerar jailbreaks e demonstra sua eficácia em cinco LLMs e quatro datasets, comparando-a com três métodos existentes. O foco em mecanismo de ataque, eficiência e taxa de sucesso é diretamente relevante.",0.80–1.00 alta prioridade
doi:10.1109/ijcnn64981.2025.11228703,['IEEE'],1,AttentionDefense: Leveraging System Prompt Attention for Explainable Defense Against Novel Jailbreaks,"In the past few years, Language Models (LMs) have shown par-human capabilities in several domains. Despite their practical applications and exceeding user consumption, they are susceptible to jailbreaks when malicious input exploits the LM’s weaknesses, causing it to deviate from its intended behavior. Current defensive strategies either classify the input prompt as adversarial or prevent LMs from generating harmful outputs. However, it is challenging to explain the reason behind the malicious nature of the jailbreak, which results in a wide variety of closed-box approaches. In this research, we propose and demonstrate that system-prompt attention from Small Language Models (SLMs) can be used to characterize adversarial prompts, providing a novel, explainable, and cheaper defense approach called AttentionDefense. Our research suggests that the attention mechanism is an integral component in understanding and explaining how LMs respond to malicious input that is not captured in the semantic meaning of text embeddings. The proposed AttentionDefense is evaluated against existing jailbreak benchmark datasets. Ablation studies show that SLM-based AttentionDefense has equivalent or better jailbreak detection performance compared to text embedding-based classifiers and GPT-4 zero-shot detectors. To further validate the efficacy of the proposed approach, we generate a dataset of novel jailbreak variants of the existing benchmark dataset using a closed-loop LLM-based multi-agent system. We demonstrate that the proposed AttentionDefense approach performs robustly on this novel jailbreak dataset while existing approaches suffer in performance. Additionally, for practical purposes AttentionDefense is an ideal solution as it has the computation requirements of a small LM but the performance of a LLM detector.","Siska, Charlotte and Sankaran, Anush",2025,10.1109/ijcnn64981.2025.11228703,,2025 International Joint Conference on Neural Networks (IJCNN),EVALUATED,1,0.93,0.0,0.99,False,DETECTION,"['BENCHMARK', 'DATASET', 'DEFENSE', 'DETECTION', 'EVALUATION']",['GENERAL_LLM'],"O trabalho propõe uma defesa explicável baseada em atenção para detectar jailbreaks e a avalia em benchmarks existentes, com estudos de ablação e comparação com detectores. Também gera um conjunto de variantes inéditas de jailbreak para testar robustez fora da distribuição original.",0.80–1.00 alta prioridade
doi:10.1109/jiot.2025.3525741,['IEEE'],1,"Decomposition, Synthesis, and Attack: A Multi-Instruction Fusion Method for Jailbreaking LLMs","Large language models (LLMs) can transform natural language instructions into executable commands for IoT devices like autonomous aerial vehicles (AAVs), creating new development opportunities. However, safety concerns about LLMs translating commands into machine or program control instructions cannot be overlooked. Currently, jailbreak instructions used to test the LLM security are often restricted to specific modes or tasks, resulting in a lack of diversity and leaving some tasks unexplored. To address this issue, we introduce a multi-instruction fusion (MIF) method that can automatically fuse harmful prompts and various task instructions into jailbreaks. First, we adopt a reverse decomposition strategy to acquire sufficient supervised data for fusing harmful prompts and harmless task instructions into jailbreaks and construct a task instruction synthesizer based on it. Then, to determine the optimal instruction combinations in the vast combination space, we propose a representative-node-based selection strategy, ReNB, to rank and filter the instruction combinations on a few representative samples, thereby accelerating the identification of the valid ones. Experimental results demonstrate that MIF significantly improves the attack success rate (ASR), achieving over 90% on GPT-4o-mini, LLaMa2-70B, and Qwen2-7B models, outperforming the state-of-the-art (SOTA) baselines.","Jiang, Shuyu and Chen, Xingshu and Xu, Kaiyu and Chen, Liangguo and Ren, Hao and Tang, Rui",2025,10.1109/jiot.2025.3525741,,IEEE Internet of Things Journal,EVALUATED,1,0.93,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']","['GENERAL_LLM', 'OTHER']","O artigo propõe um método automático de fusão de instruções para gerar jailbreaks a partir de prompts nocivos e instruções de tarefas. Apresenta mecanismo detalhado e experimentos com vários LLMs, alcançando ASR acima de 90% em modelos citados no resumo.",0.80–1.00 alta prioridade
doi:10.1109/jiot.2025.3599199,['IEEE'],1,Fast and Controllable Bias-Guided Jailbreak Attack on Large Language Models,"large language models (LLMs), with their powerful natural language processing capabilities, can provide more advanced intelligent services for edge devices. However, deploying LLMs at the edge is vulnerable to jailbreak attacks, which can cause the model to generate unsafe content. Meanwhile, current jailbreak attack schemes are inefficient in generating highly stealthy jailbreak prompts. To address this, we propose a fast and controllable bias-guided jailbreak attack (FCB) scheme. First, to improve attack efficiency, we optimize the bias of the model’s output layer to guide the model in generating low-energy jailbreak prompts by directly adjusting the output layer’s logits, thereby accelerating the decoding process. Second, to enhance the stealthiness of the generated jailbreak prompts, we design token stop selection and bias normalization methods to constrain the perturbations during the iterative process, preventing the generation of jailbreak prompts without meaningful semantics. Finally, extensive experimental results demonstrate that FCB can generate highly stealthy jailbreak prompts within a short time. Specifically, compared to the current state-of-the-art controllable attack generation scheme, COLD Attack, FCB achieves up to a 8% improvement in attack success rate, reduces perplexity by up to 181.171, and shortens generation time by as much as 28 s.","Kang, Zi and Xia, Hui and Zhang, Rui and Song, Xiaoxue and Li, Le and Hu, Chunqiang",2025,10.1109/jiot.2025.3599199,,IEEE Internet of Things Journal,EVALUATED,1,0.93,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']",['GENERAL_LLM'],"Propõe diretamente um novo ataque de jailbreak orientado por bias, com mecanismos para aumentar eficiência e furtividade. Experimentos extensivos comparam a técnica ao estado da arte usando taxa de sucesso, perplexidade e tempo de geração.",0.80–1.00 alta prioridade
doi:10.1109/lsp.2026.3677330,['IEEE'],1,GRA: Graph-Based Role-Playing Attack for Single-Turn Jailbreak,"Large Language Models (LLMs) have achieved impressive capabilities in diverse applications but remain vulnerable to jailbreak attacks despite advanced safety alignments. Existing attacks primarily fall into optimization-based methods, which require white-box access, and prompt-based methods, which rely on surface-level deception strategies like persuasion or obfuscation. While these approaches have exposed significant vulnerabilities and achieved notable success in earlier model generations, they are increasingly mitigated by robust alignment techniques. To overcome these challenges, we propose GRA, a graph-based role-playing attack framework for single-turn black-box jailbreaking. GRA introduces a mechanism of cognitive inertia by synergizing three components: (1) Domain-Aligned Character Matching, which dynamically selects adversarial personas; (2) Graph-based Attention Redirection, which anchors the model in a benign social network analysis task; and (3) Structured Malicious Content Encoding, which injects malicious goals as isomorphic structural instructions, effectively bypassing content-based filters. Extensive evaluations on eight state-of-the-art models (including GPT-5 and Claude-4) demonstrate that GRA achieves an average Attack Success Rate (ASR) of 85.38% and a StrongREJECT Score of 0.690, significantly outperforming the most advanced attacks. Disclaimer:This paper contains examples of harmful content.","Liu, Anda and Wu, Zhengxian and Wen, Juan and Peng, Wanli and Dou, Changtong",2026,10.1109/lsp.2026.3677330,,IEEE Signal Processing Letters,EVALUATED,1,0.93,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']",['GENERAL_LLM'],"Propõe diretamente um novo ataque jailbreak black-box de turno único baseado em role-playing, redirecionamento de atenção e codificação estrutural de objetivos maliciosos. Avalia oito modelos e reporta métricas explícitas de sucesso do ataque.",0.80–1.00 alta prioridade
doi:10.1109/peccii70991.2026.11661842,['IEEE'],1,Hybrid Feature Representation and Deep Anomaly Detection for Jailbreak Prompt Defense,"Prompt-based jailbreak attacks remain a practical threat to the safe deployment of large language models, as adversaries can bypass moderation policies using carefully crafted instructions and obfuscation. This paper investigated whether anomaly detection can serve as a lightweight defense for identifying malicious prompts without relying on continuously updated labeled attack sets. Study developed a hybrid feature representation that combined word-level and character-level TF–IDF (Term Frequency–Inverse Document Frequency) features with embedding vectors, and evaluated TruncatedSVD and PCA for dimensionality reduction. Three anomaly detectors—Isolation Forest, One-Class SVM, and a deep autoencoder trained primarily on benign prompts—were assessed on a public prompt-injection dataset using ROC-based threshold selection. The deep autoencoder with SVD achieved the strongest overall performance, reaching 0.94 recall and 0.31 F1-score, while exhibiting a conservative detection behavior with elevated false positives. These results suggest that deep reconstruction-based anomaly scoring can function as a high-recall first-stage safety filter for jailbreak prompt defense, with future improvements focused on calibration to reduce benign misclassifications. Rather than being a stand-alone classifier, the suggested approach is meant to serve as a high-recall, first-stage safety filter to support subsequent moderating techniques. The primary limitation is the false-positive rate, which motivates threshold calibration and layered moderation as future work.","Awal, Md Abdul and Nishita Aktar, Mst. and Rahman, Kh. Mustafizur and Hossain, Afzal and Sakib, Md.Nazmus",2026,10.1109/peccii70991.2026.11661842,,"2026 International Conference on Power, Electronics, Communications, Computing, and Intelligent Infrastructure (PECCII)",EVALUATED,1,0.93,0.0,0.99,False,DETECTION,"['DEFENSE', 'DETECTION', 'EVALUATION', 'PREVENTION']",['GENERAL_LLM'],"O estudo investiga diretamente detecção de prompts de jailbreak/prompt injection por anomalia, comparando três detectores e representações híbridas. Usa dataset público, seleção de limiar por ROC e reporta recall, F1 e limitações de falsos positivos.",0.80–1.00 alta prioridade
doi:10.1109/punecon67554.2025.11378619,['IEEE'],1,Input Moderation and Injection Filtering in Large Language Model via Llama Guard Integration,"Large Language Models (LLMs) have recently gained attention in the field of natural language processing owing to their impressive capabilities. However, as their use becomes more widespread, new security challenges have emerged, most notably prompt injection attacks. These attacks exploit the instruction-following nature of models such as Llama, which are particularly vulnerable. In this study, proposed a mitigation strategy in which user prompts were first filtered through Llama Guard, a policy-driven safeguard mechanism that acted as a mediator between the user and the LLM. This approach utilizes predefined safety rules (policies) and blocks malicious prompt manipulation using the LlamaGuard interface. Experimental evaluation on the DeepSet dataset demonstrated improvements in security across multiple models. With LlamaGuard integration, the 8B version maintained a high recall (91.25 %) and F1-score (77.29 %) while achieving an accuracy (78.70%) and precision (67.03%). The accuracy of the 8 B model improved by 4.23 % and that of the 1B model by 1.16 % when combined with LlamaGuard, according to the results, which proved a boost in performance.","S, Aswin Mallessh N and A, Ilavendhan",2025,10.1109/punecon67554.2025.11378619,,2025 IEEE Pune Section International Conference (PuneCon),EVALUATED,1,0.93,0.0,0.99,False,PRIMARY_DEFENSE,"['DEFENSE', 'DETECTION', 'EVALUATION', 'MITIGATION', 'PREVENTION']",['GENERAL_LLM'],"Prompt injection é o problema central e o trabalho propõe filtragem de prompts com Llama Guard como estratégia de mitigação. O resumo apresenta avaliação em dataset específico e métricas de precisão, recall, F1 e acurácia em múltiplas configurações.",0.80–1.00 alta prioridade
doi:10.1109/punecon67554.2025.11379319,['IEEE'],1,"Lost in Translation, Found in Evaluation: Multilingual Jailbreak Detection Across 49 Languages","Large language models (LLMs) have demonstrated remarkable capabilities yet remain vulnerable to jailbreak attacks where malicious prompts bypass safety mechanisms. While extensive research exists on English jailbreak detection, multilingual scenarios remain underexplored, particularly for low-resource languages. This paper introduces a comprehensive multilingual jailbreak dataset spanning 49 languages with over 11,000 samples and presents systematic evaluation of cross-lingual transfer learning for jailbreak detection. Using advanced language models for automated evaluation, we achieve 54.44 % jailbreak detection across languages with high quality metrics (grammar: 4.37 out of 5, clarity: 4.51 out of 5). Our zero-shot BERT experiments reveal that few-shot learning dramatically improves performance from $\text{4 3. 2 \%}$ (zero-shot) to $\text{7 7 \%}$ ($\text{2 0}$-shot), while cross-family transfer proves surprisingly competitive with within-family approaches. These findings challenge conventional assumptions about linguistic similarity in transfer learning and provide practical guidelines for multilingual safety systems.","Yadav, Tanushree Ravindra Pratap",2025,10.1109/punecon67554.2025.11379319,,2025 IEEE Pune Section International Conference (PuneCon),EVALUATED,1,0.93,0.0,0.99,False,DETECTION,"['DATASET', 'DETECTION', 'EVALUATION']",['GENERAL_LLM'],"O estudo trata diretamente da detecção de jailbreak em cenário multilíngue e introduz um dataset com mais de 11 mil amostras em 49 idiomas. A avaliação inclui transferência cross-lingual, zero-shot e few-shot com métricas quantitativas, sendo altamente informativa para detecção e protocolos experimentais.",0.80–1.00 alta prioridade
doi:10.1109/qpain66474.2025.11171650,['IEEE'],1,JailBreakLLM: An Effective LLaMa Model Designed Specifically to Jailbreak OpenAI GPT,"Large Language Models (LLMs) such as OpenAI's GPT-40 achieve state-of-the-art performance across many NLP tasks, yet remain vulnerable to “jailbreak” attacks that subvert their safety alignments. In this work, we introduce lailbreakLLM, an 8 billion-parameter Meta LLaMa-3.1 model fine-tuned via LoRA on a novel Jailbreak FineTune Dataset, specifically to generate one-shot prompts that successfully bypass GPT -40's guardrails. Our dataset comprises 204 paired entries of high-level malicious intents (e.g., “how to create an explosive device”) and handcrafted obfuscated, role-play-style prompts designed to exploit weaknesses in GPT -40's content filters. We train with 4-bit quantization, a sequence length of 2048, LoRA rank=16, and standard PEFT hyperparameters, achieving a final loss of 0.77. On a held-out test set of 64 examples covering ten cate-gories-including violence, illicit behavior, cybersecurity, fraud, hate speech, and public safety-lailbreakLLM attains an 85% one-shot attack success rate, with only 6 % complete failures. We analyze category-wise performance, uncovering GPT -4o's greatest vulnerabilities in direct-harm and illicit-behavior domains. Our results demonstrate that a comparatively small, open-source model can effectively dismantle the safety mechanisms of a leading commercial LLM.","Antor, Rasel Ahmed and Newaz, Kazi Tamjeed and Mahmud, Sameer and Mahi, Mumtahina Tasnim and Mansour, Nafees",2025,10.1109/qpain66474.2025.11171650,,"2025 International Conference on Quantum Photonics, Artificial Intelligence, and Networking (QPAIN)",EVALUATED,1,0.93,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'DATASET', 'EVALUATION']","['CYBERSECURITY', 'GENERAL_LLM']",O artigo desenvolve especificamente um modelo para gerar prompts de jailbreak contra GPT-4o e apresenta um novo dataset de fine-tuning. Relata avaliação em múltiplas categorias e taxa de sucesso de ataque de 85%.,0.80–1.00 alta prioridade
